Drug,Enzyme,Action,Database,DrugID
propranolol,CYP2D6,inhibitor,SuperCYP,525666
propranolol,CYP2D6,substrate,SuperCYP,525666
propranolol,CYP3A4,substrate,SuperCYP,525666
propranolol,CYP3A5,substrate,SuperCYP,525666
propranolol,CYP3A7,substrate,SuperCYP,525666
propranolol,CYP1A2,inhibitor,KEGG,D08443
propranolol,CYP1A2,substrate,KEGG,D08443
propranolol,CYP2C19,substrate,KEGG,D08443
propranolol,CYP2D6,substrate,KEGG,D08443
propranolol,CYP3A5,substrate,KEGG,D08443
propranolol,CYP3A7,substrate,KEGG,D08443
propylthiouracil,CYP1A1,inducer,SuperCYP,51525
protriptyline,CYP2D6,substrate,DrugBank,DB00344
protriptyline,CYP2D6,substrate,SuperCYP,438608
proxyphylline - ephedrine - phenobarbital mixt,CYP3A,substrate,KEGG,D04307
pseudoephedrine,CYP2D6,substrate,DrugBank,DB00852
pseudoephedrine,CYP2D6,substrate,SuperCYP,90824
pyrantel,CYP2D6,substrate,SuperCYP,15686836
pyrazinamide,CYP1A2,substrate,DrugBank,DB00339
pyrazinamide,CYP3A4,substrate,DrugBank,DB00339
pyrazinamide,CYP1A2,substrate,SuperCYP,98964
pyrazinamide,CYP3A4,substrate,SuperCYP,98964
pyridostigmine,CYP3A4,inducer,DrugBank,DB00545
pyridostigmine,CYP3A4,inducer,SuperCYP,155975
pyridoxine,CYP1A1,inhibitor,DrugBank,DB00165
pyridoxine,CYP1A1,inducer,SuperCYP,65236
pyrimethamine,CYP2C8,inhibitor,DrugBank,DB00205
pyrimethamine,CYP2C9,inhibitor,DrugBank,DB00205
pyrimethamine,CYP2D6,inhibitor,DrugBank,DB00205
pyrimethamine,CYP2C9,inhibitor,SuperCYP,58140
pyrimethamine,CYP2D6,inhibitor,SuperCYP,58140
pyrimethamine,CYP2C8,inhibitor,SuperCYP,58140
quassia,CYP1A1,inhibitor,SuperCYP,76788
quazepam,CYP2C9,substrate,DrugBank,DB01589
quazepam,CYP2C19,substrate,DrugBank,DB01589
quazepam,CYP3A4,substrate,DrugBank,DB01589
quazepam,CYP2C9,substrate,SuperCYP,36735225
quazepam,CYP2C19,substrate,SuperCYP,36735225
quazepam,CYP3A4,substrate,SuperCYP,36735225
quazepam,CYP2C9,substrate,KEGG,D00457
quercetin,CYP2C8,inhibitor,DrugBank,DB04216
quercetin,CYP2C8,Inhibitor,ildcare,
quercetin,ABCG2,inhibitor,transporter,
quercetin1,CYP2C8,inhibitor,Indiana University,
quetiapine,CYP2C19,substrate,DrugBank,DB01224
quetiapine,CYP2D6,"substrate,inhibitor",DrugBank,DB01224
quetiapine,CYP2D6,substrate,ildcare,
quetiapine,CYP3A7,substrate,DrugBank,DB01224
quetiapine,CYP3A5,substrate,DrugBank,DB01224
quetiapine,CYP3A4,substrate,DrugBank,DB01224
quetiapine,CYP3A4,substrate,Indiana University,
quetiapine,CYP3A5,substrate,Indiana University,
quetiapine,CYP3A7,substrate,Indiana University,
quetiapine,CYP3A4,substrate,ildcare,
quetiapine,CYP2C19,substrate,SuperCYP,111974697
quetiapine,CYP2D6,inhibitor,SuperCYP,111974697
quetiapine,CYP2D6,substrate,SuperCYP,111974697
quetiapine,CYP3A4,substrate,SuperCYP,111974697
quetiapine,CYP3A5,substrate,SuperCYP,111974697
quetiapine,CYP3A7,substrate,SuperCYP,111974697
quetiapine,CYP3A5,substrate,KEGG,D08456
quetiapine,CYP3A7,substrate,KEGG,D08456
quetiapine,CYP3A,substrate,KEGG,D08456
quinacrine,CYP2D6,Inhibitor,ildcare,
quinacrine,CYP3A5,substrate,DrugBank,DB01103
quinacrine,CYP3A4,substrate,DrugBank,DB01103
quinacrine,SLC22A2,inhibitor,transporter,
quinidine,CYP2C8,substrate,DrugBank,DB00908
quinidine,CYP1A1,inhibitor,DrugBank,DB00908
quinidine,CYP1A2,inhibitor,DrugBank,DB00908
quinidine,CYP2B6,inhibitor,DrugBank,DB00908
quinidine,CYP2C9,"substrate,inhibitor",DrugBank,DB00908
quinidine,CYP2D6,inhibitor,DrugBank,DB00908
quinidine,CYP2D6,Inhibitor,ildcare,
quinidine,CYP2E1,substrate,DrugBank,DB00908
quinidine,CYP3A7,substrate,DrugBank,DB00908
quinidine,CYP3A4,"substrate,inhibitor, inducer ",DrugBank,DB00908
quinidine,CYP3A4,substrate,ildcare,
quinidine,CYP3A7,substrate,Indiana University,
quinidine,SLCO1B1,inhibitor,transporter,
quinidine,SLC01B1,inhibitor,transporter,
quinidine,SLC22A8,inhibitor,transporter,
quinidine,SLC22A2,inhibitor,transporter,
quinidine,CYP3A4,substrate,Indiana University,
quinidine,CYP2D6,inhibitor,Indiana University,
quinidine,CYP1A1,inhibitor,SuperCYP,56542
quinidine,CYP1A2,inhibitor,SuperCYP,56542
quinidine,CYP2B6,inhibitor,SuperCYP,56542
quinidine,CYP2C9,inhibitor,SuperCYP,56542
quinidine,CYP2C9,substrate,SuperCYP,56542
quinidine,CYP2D6,inhibitor,SuperCYP,56542
quinidine,CYP2E1,substrate,SuperCYP,56542
quinidine,CYP3A4,substrate,SuperCYP,56542
quinidine,CYP3A4,inducer,SuperCYP,56542
quinidine,CYP3A4,inhibitor,SuperCYP,56542
quinidine,CYP3A7,substrate,SuperCYP,56542
quinidine,CYP2D6,inhibitor,KEGG,D08458
quinidine,CYP3A,substrate,KEGG,D08458
quinidine,CYP2C8,substrate,SuperCYP,56542
quinine,CYP2C8,"substrate,inhibitor",DrugBank,DB00468
quinine,CYP1A1,"inhibitor, inducer",DrugBank,DB00468
quinine,CYP1A2,"substrate,inhibitor, inducer",DrugBank,DB00468
quinine,CYP2C9,"substrate,inhibitor",DrugBank,DB00468
quinine,CYP2C19,"substrate,inhibitor",DrugBank,DB00468
quinine,CYP2D6,"substrate,inhibitor",DrugBank,DB00468
quinine,CYP2E1,substrate,DrugBank,DB00468
quinine,CYP3A7,substrate,DrugBank,DB00468
quinine,CYP3A5,substrate,DrugBank,DB00468
quinine,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB00468
quinine,CYP3A4,substrate,Indiana University,
quinine,CYP3A5,substrate,Indiana University,
quinine,CYP3A7,substrate,Indiana University,
quinine,CYP3A4,substrate,ildcare,
quinine,CYP3A4,inhibitor,ildcare,
quinine,SLC22A2,inhibitor,transporter,
quinine,CYP1A1,inducer,SuperCYP,130950
quinine,CYP1A1,inhibitor,SuperCYP,130950
quinine,CYP1A2,inhibitor,SuperCYP,130950
quinine,CYP1A2,substrate,SuperCYP,130950
quinine,CYP1A2,inducer,SuperCYP,130950
quinine,CYP2C9,inhibitor,SuperCYP,130950
quinine,CYP2C19,substrate,SuperCYP,130950
quinine,CYP2C19,inhibitor,SuperCYP,130950
quinine,CYP2D6,inhibitor,SuperCYP,130950
quinine,CYP3A4,substrate,SuperCYP,130950
quinine,CYP3A4,inducer,SuperCYP,130950
quinine,CYP3A4,inhibitor,SuperCYP,130950
quinine,CYP3A5,substrate,SuperCYP,130950
quinine,CYP3A7,substrate,SuperCYP,130950
quinine,CYP3A5,substrate,KEGG,D08460
quinine,CYP3A7,substrate,KEGG,D08460
quinine,CYP2C8,inhibitor,SuperCYP,130950
quinupristin,CYP3A4,inhibitor,DrugBank,DB01369
quinupristin/dalfopristin,CYP3A4,inhibitor,SuperCYP,126602899
rabeprazole,CYP1A1,inducer,DrugBank,DB01129
rabeprazole,CYP1A2,inducer,DrugBank,DB01129
rabeprazole,CYP2C9,inhibitor,DrugBank,DB01129
rabeprazole,CYP2C19,"substrate,inhibitor",DrugBank,DB01129
rabeprazole,CYP2C19,substrate,ildcare,
rabeprazole,CYP2D6,inhibitor,DrugBank,DB01129
rabeprazole,CYP3A4,"substrate,inhibitor",DrugBank,DB01129
rabeprazole,CYP3A4,substrate,ildcare,
rabeprazole,ABCG2,inhibitor,transporter,
rabeprazole,CYP1A1,inducer,SuperCYP,117976893
rabeprazole,CYP1A2,inducer,SuperCYP,117976893
rabeprazole,CYP2C19,inhibitor,SuperCYP,117976893
rabeprazole,CYP2C19,substrate,SuperCYP,117976893
rabeprazole,CYP3A4,substrate,SuperCYP,117976893
rabeprazole,CYP3A4,inhibitor,SuperCYP,117976893
rabeprazole,CYP2C19,inhibitor,KEGG,D08463
rabeprazole,CYP2C19,substrate,KEGG,D08463
raloxifene,CYP2C8,inhibitor,DrugBank,DB00481
raloxifene,CYP2B6,inhibitor,DrugBank,DB00481
raloxifene,CYP3A4,"substrate,inhibitor",DrugBank,DB00481
raloxifene,CYP3A4,substrate,SuperCYP,84449901
raloxifene,CYP3A4,inhibitor,SuperCYP,84449901
raloxifene,CYP19A,inhibitor,SuperCYP,84449901
raloxifene,CYP2C8,inhibitor,SuperCYP,84449901
raltegravir,CYP1A1,substrate,SuperCYP,cid11598201
ramelteon,CYP1A2,substrate,DrugBank,DB00980
ramelteon,CYP2C19,substrate,DrugBank,DB00980
ramelteon,CYP3A4,substrate,DrugBank,DB00980
ramelteon,CYP1A2,substrate,KEGG,D02689
ramosetron,CYP1A1,substrate,KEGG,D08466
ramosetron,CYP1A2,substrate,KEGG,D08466
ramosetron,CYP2D6,substrate,KEGG,D08466
ranitidine,CYP1A2,"substrate,inhibitor",DrugBank,DB00863
ranitidine,CYP2C19,substrate,DrugBank,DB00863
ranitidine,CYP2D6,"substrate,inhibitor",DrugBank,DB00863
ranitidine,CYP2D6,inhibitor,Indiana University,
ranitidine,CYP2D6,Inhibitor,ildcare,
ranitidine,CYP3A5,inhibitor,DrugBank,DB00863
ranitidine,CYP3A4,inhibitor,DrugBank,DB00863
ranitidine,SLC22A8,substrate,transporter,
ranitidine,CYP1A2,inhibitor,SuperCYP,66357355
ranitidine,CYP1A2,substrate,SuperCYP,66357355
ranitidine,CYP2C19,substrate,SuperCYP,66357355
ranitidine,CYP2D6,substrate,SuperCYP,66357355
ranitidine,CYP2D6,inhibitor,SuperCYP,66357355
ranitidine,CYP3A4,inhibitor,SuperCYP,66357355
ranitidine,CYP3A5,inhibitor,SuperCYP,66357355
ranitidine,CYP2D6,inhibitor,KEGG,D00422
ranitidine,CYP3A,inhibitor,KEGG,D00422
ranolazine,CYP2D6,inhibitor,DrugBank,DB00243
ranolazine,CYP3A4,"substrate,inhibitor",DrugBank,DB00243
ranolazine,CYP3A,inhibitor,KEGG,D05700
rasagiline,CYP1A2,substrate,DrugBank,DB01367
rasagiline,CYP1A2,substrate,SuperCYP,136236516
reboxetine,CYP2D6,"inhibitor, inducer",DrugBank,DB00234
reboxetine,CYP3A4,substrate,DrugBank,DB00234
reboxetine,CYP2D6,inducer,SuperCYP,98769814
reboxetine,CYP2D6,inhibitor,SuperCYP,98769814
reboxetine,CYP3A4,substrate,SuperCYP,98769814
reduced-haloperidol,CYP2D6,inhibitor,Indiana University,
regorafenib,CYP2C8,inhibitor,DrugBank,DB08896
regorafenib,CYP2C9,inhibitor,DrugBank,DB08896
regorafenib,CYP2C19,inhibitor,DrugBank,DB08896
regorafenib,CYP3A4,"substrate,inhibitor",DrugBank,DB08896
regorafenib,ABCG2,inhibitor,transporter,
remoxipride,CYP2D6,substrate,DrugBank,DB00409
remoxipride,CYP2D6,substrate,SuperCYP,80125140
repaglinide,CYP2C8,substrate,DrugBank,DB00912
repaglinide,CYP2C8,substrate,ildcare,
repaglinide,CYP2C8,substrate,Indiana University,
repaglinide,CYP2C8,substrate,KEGG,D00594
repaglinide,CYP3A4,"substrate,inhibitor",DrugBank,DB00912
repaglinide,CYP3A4,substrate,ildcare,
repaglinide,SLCO1B1,substrate,transporter,
repaglinide,SLC01B1,substrate,transporter,
repaglinide,CYP3A4,substrate,SuperCYP,135062021
repaglinide,CYP3A4,inhibitor,SuperCYP,135062021
repaglinide,CYP2C8,substrate,SuperCYP,135062021
reserpin,CYP3A5,inducer,SuperCYP,50555
reserpine,CYP3A5,inducer,DrugBank,DB00206
reserpine,SLC22A2,substrate,transporter,
reserpine,CYP3A5,inducer,SuperCYP,50555
resveratrol,CYP1A1,"substrate,inhibitor",DrugBank,DB02709
resveratrol,CYP1A2,"substrate,inhibitor, inducer",DrugBank,DB02709
resveratrol,CYP3A4,inhibitor,DrugBank,DB02709
retapamulin,CYP3A4,substrate,DrugBank,DB01256
retigabine,CYP1A1,substrate,SuperCYP,cid121892
retinoic acid,CYP2C8,substrate,ildcare,
retinol,CYP2C8,substrate,ildcare,
retinol,CYP2C8,substrate,KEGG,D00164
retinol,CYP1A1,inhibitor,SuperCYP,11103574
retinol,CYP1A1,inducer,SuperCYP,11103574
retinol,CYP1A2,inhibitor,SuperCYP,11103574
retinol,CYP1A2,substrate,SuperCYP,11103574
retinol,CYP1B1,substrate,SuperCYP,11103574
retinol,CYP2B6,inhibitor,SuperCYP,11103574
retinol,CYP2C9,inhibitor,SuperCYP,11103574
retinol,CYP2C19,inhibitor,SuperCYP,11103574
retinol,CYP2E1,substrate,SuperCYP,11103574
retinol,CYP2E1,inducer,SuperCYP,11103574
retinol,CYP2S1,substrate,SuperCYP,11103574
retinol,CYP3A4,substrate,SuperCYP,11103574
retinol,CYP4F2,inhibitor,SuperCYP,11103574
retinol,CYP7A1,inhibitor,SuperCYP,11103574
retinol,CYP26A1,inducer,SuperCYP,11103574
retinol,CYP2C8,inhibitor,SuperCYP,11103574
retinol,CYP2C8,substrate,SuperCYP,11103574
retinol propionate,CYP2C8,substrate,KEGG,D08477
rhiip,CYP1A2,inducer,DrugBank,DB05215
riboflavin,SLC22A6,inhibitor,transporter,
riboflavin,CYP1A1,substrate,SuperCYP,83885
rifabutin,CYP2C8,Inducer,ildcare,
rifabutin,CYP1A2,substrate,DrugBank,DB00615
rifabutin,CYP3A4,"substrate, inducer",DrugBank,DB00615
rifabutin,CYP3A4,inducer,Indiana University,
rifabutin,CYP3A5,inducer,Indiana University,
rifabutin,CYP3A7,inducer,Indiana University,
rifabutin,CYP3A4,substrate,ildcare,
rifabutin,CYP3A4,Inducer,ildcare,
rifabutin,CYP1A2,substrate,SuperCYP,72559069
rifabutin,CYP3A4,substrate,SuperCYP,72559069
rifabutin,CYP3A4,inducer,SuperCYP,72559069
rifabutin,CYP2C19, inducer,KEGG,D00424
rifabutin,CYP3A4, inducer,KEGG,D00424
rifabutin,CYP3A5, inducer,KEGG,D00424
rifabutin,CYP3A7, inducer,KEGG,D00424
rifabutin,CYP3A, inducer,KEGG,D00424
rifampicin,CYP2C8,"substrate,inhibitor, inducer",DrugBank,DB01045
rifampicin,CYP2C8,Inducer,ildcare,
rifampicin,CYP2C8, inducer,KEGG,D08479
rifampicin,CYP1A2,inducer,DrugBank,DB01045
rifampicin,CYP2A6,"substrate,inhibitor,inducer",DrugBank,DB01045
rifampicin,CYP2B6,inducer,DrugBank,DB01045
rifampicin,CYP2C9,"substrate, inducer",DrugBank,DB01045
rifampicin,CYP2C19,inducer,DrugBank,DB01045
rifampicin,CYP2E1,inducer,DrugBank,DB01045
rifampicin,CYP3A7,inducer,DrugBank,DB01045
rifampicin,CYP3A5,inducer,DrugBank,DB01045
rifampicin,CYP3A4,"substrate, inducer",DrugBank,DB01045
rifampicin,CYP4A11,inducer,DrugBank,DB01045
rifampicin,SLCO1B1,inhibitor,transporter,
rifampicin,SLC01B1,inhibitor,transporter,
rifampicin,SLC01B3,"substrate,inhibitor",transporter,
rifampicin,CYP2C19,inducer,Indiana University,
rifampicin,CYP1A1,inducer,SuperCYP,13292461
rifampicin,CYP1A2,substrate,SuperCYP,13292461
rifampicin,CYP1A2,inducer,SuperCYP,13292461
rifampicin,CYP1B1,inducer,SuperCYP,13292461
rifampicin,CYP2A6,inducer,SuperCYP,13292461
rifampicin,CYP2A6,inhibitor,SuperCYP,13292461
rifampicin,CYP2A6,substrate,SuperCYP,13292461
rifampicin,CYP2A13,inducer,SuperCYP,13292461
rifampicin,CYP2B6,substrate,SuperCYP,13292461
rifampicin,CYP2B6,inducer,SuperCYP,13292461
rifampicin,CYP2C9,inducer,SuperCYP,13292461
rifampicin,CYP2C9,substrate,SuperCYP,13292461
rifampicin,CYP2C18,inducer,SuperCYP,13292461
rifampicin,CYP2C19,inducer,SuperCYP,13292461
rifampicin,CYP2C19,substrate,SuperCYP,13292461
rifampicin,CYP2D6,substrate,SuperCYP,13292461
rifampicin,CYP2D6,inducer,SuperCYP,13292461
rifampicin,CYP2E1,substrate,SuperCYP,13292461
rifampicin,CYP2E1,inducer,SuperCYP,13292461
rifampicin,CYP2F1,inducer,SuperCYP,13292461
rifampicin,CYP3A4,inhibitor,SuperCYP,13292461
rifampicin,CYP3A4,inducer,SuperCYP,13292461
rifampicin,CYP3A4,substrate,SuperCYP,13292461
rifampicin,CYP3A5,substrate,SuperCYP,13292461
rifampicin,CYP3A5,inhibitor,SuperCYP,13292461
rifampicin,CYP3A5,inducer,SuperCYP,13292461
rifampicin,CYP3A7,inducer,SuperCYP,13292461
rifampicin,CYP3A43,inducer,SuperCYP,13292461
rifampicin,CYP4A11,inducer,SuperCYP,13292461
rifampicin,CYP7A1,inhibitor,SuperCYP,13292461
rifampicin,CYP2B6, inducer,KEGG,D08479
rifampicin,CYP2C9, inducer,KEGG,D08479
rifampicin,CYP2C19, inducer,KEGG,D08479
rifampicin,CYP2D6, inducer,KEGG,D08479
rifampicin,CYP3A4, inducer,KEGG,D08479
rifampicin,CYP3A, inducer,KEGG,D08479
rifampicin,CYP2C8,inducer,SuperCYP,13292461
rifampicin,CYP2C8,inhibitor,SuperCYP,13292461
rifampicin,CYP2C8,substrate,SuperCYP,13292461
rifampin,CYP2C8,Inducer,ildcare,
rifampin,CYP2C8,inducer,Indiana University,
rifampin,CYP2C8, inducer,KEGG,D00211
rifampin,CYP1A2,inducer,Indiana University,
rifampin,CYP1A2,Inducer,ildcare,
rifampin,CYP2B6,inducer,Indiana University,
rifampin,CYP2C9,inducer,Indiana University,
rifampin,CYP2C9,Inducer,ildcare,
rifampin,CYP2C19,Inducer,ildcare,
rifampin,CYP2D6,inducer,Indiana University,
rifampin,CYP2D6,Inducer,ildcare,
rifampin,CYP3A4,substrate,ildcare,
rifampin,CYP3A4,Inducer,ildcare,
rifampin,CYP3A7,inducer,Indiana University,
rifampin,CYP3A4,inducer,Indiana University,
rifampin,CYP3A5,inducer,Indiana University,
rifampin,CYP2B6, inducer,KEGG,D00211
rifampin,CYP2C9, inducer,KEGG,D00211
rifampin,CYP2C19, inducer,KEGG,D00211
rifampin,CYP2D6, inducer,KEGG,D00211
rifampin,CYP3A4, inducer,KEGG,D00211
rifampin,CYP3A, inducer,KEGG,D00211
rifapentine,CYP2C8,inducer,DrugBank,DB01201
rifapentine,CYP2C9,inducer,DrugBank,DB01201
rifapentine,CYP2C9,Inducer,ildcare,
rifapentine,CYP2D6,inducer,DrugBank,DB01201
rifapentine,CYP3A7,inducer,DrugBank,DB01201
rifapentine,CYP3A5,inducer,DrugBank,DB01201
rifapentine,CYP3A4,inducer,DrugBank,DB01201
rifapentine,CYP3A4,Inducer,ildcare,
rifapentine,CYP2C9,inducer,SuperCYP,61379655
rifapentine,CYP2D6,inducer,SuperCYP,61379655
rifapentine,CYP3A4,inducer,SuperCYP,61379655
rifapentine,CYP3A5,inducer,SuperCYP,61379655
rifapentine,CYP3A7,inducer,SuperCYP,61379655
rifapentine,CYP3A43,inducer,SuperCYP,61379655
rifapentine,CYP2C8,inducer,SuperCYP,61379655
rifaximin,CYP3A4,inducer,DrugBank,DB01220
rifaximin,CYP3A4,inducer,SuperCYP,80621814
rilpivirine,CYP1A2,inducer,DrugBank,DB08864
rilpivirine,CYP2C19,inhibitor,DrugBank,DB08864
rilpivirine,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB08864
rilpivirine,SLCO1B1,inhibitor,transporter,
rilpivirine,ABCG2,inhibitor,transporter,
rilpivirine,SLC01B1,inhibitor,transporter,
rilpivirine,SLC01B3,inhibitor,transporter,
rilpivirine,CYP3A,substrate,KEGG,D09720
riluzole,CYP1A1,substrate,DrugBank,DB00740
riluzole,CYP1A2,substrate,DrugBank,DB00740
riluzole,CYP1A2,substrate,Indiana University,
riluzole,CYP1A2,substrate,ildcare,
riluzole,ABCG2,substrate,transporter,
riluzole,CYP1A1,substrate,SuperCYP,1744225
riluzole,CYP1A2,substrate,SuperCYP,1744225
riluzole,CYP1A2,substrate,KEGG,D00775
rimonabant,CYP3A4,substrate,DrugBank,DB06155
riociguat,ABCG2,substrate,transporter,
riociguat,CYP1A1,substrate,KEGG,D09572
risperidone,CYP2D6,"substrate,inhibitor",DrugBank,DB00734
risperidone,CYP2D6,substrate,Indiana University,
risperidone,CYP2D6,substrate,ildcare,
risperidone,CYP3A7,substrate,DrugBank,DB00734
risperidone,CYP3A5,substrate,DrugBank,DB00734
risperidone,CYP3A4,"substrate,inhibitor",DrugBank,DB00734
risperidone,CYP3A4,substrate,Indiana University,
risperidone,CYP3A5,substrate,Indiana University,
risperidone,CYP3A7,substrate,Indiana University,
risperidone,CYP2D6,substrate,SuperCYP,106266062
risperidone,CYP2D6,inhibitor,SuperCYP,106266062
risperidone,CYP3A4,substrate,SuperCYP,106266062
risperidone,CYP3A4,inhibitor,SuperCYP,106266062
risperidone,CYP3A5,substrate,SuperCYP,106266062
risperidone,CYP3A7,substrate,SuperCYP,106266062
risperidone,CYP2D6,substrate,KEGG,D00426
ritonavir,CYP2C8,"inhibitor, inducer",DrugBank,DB00503
ritonavir,CYP1A2,"substrate, inducer",DrugBank,DB00503
ritonavir,CYP1A2,Inducer,ildcare,
ritonavir,CYP2B6,"substrate,inhibitor, inducer",DrugBank,DB00503
ritonavir,CYP2C9,"inhibitor, inducer",DrugBank,DB00503
ritonavir,CYP2C19,"inhibitor, inducer",DrugBank,DB00503
ritonavir,CYP2C19,inducer,Indiana University,
ritonavir,CYP2D6,"substrate,inhibitor",DrugBank,DB00503
ritonavir,CYP2D6,inhibitor,Indiana University,
ritonavir,CYP2D6,Inhibitor,ildcare,
ritonavir,CYP2D6,Inducer,ildcare,
ritonavir,CYP2E1,inhibitor,DrugBank,DB00503
ritonavir,CYP3A7,"substrate,inhibitor",DrugBank,DB00503
ritonavir,CYP3A5,"substrate,inhibitor",DrugBank,DB00503
ritonavir,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB00503
ritonavir,CYP3A4,substrate,Indiana University,
ritonavir,CYP3A5,substrate,Indiana University,
ritonavir,CYP3A7,substrate,Indiana University,
ritonavir,CYP3A4,inhibitor,Indiana University,
ritonavir,CYP3A5,inhibitor,Indiana University,
ritonavir,CYP3A7,inhibitor,Indiana University,
ritonavir,CYP3A4,substrate,ildcare,
ritonavir,CYP3A4,inhibitor,ildcare,
ritonavir,SLCO1B1,inhibitor,transporter,
ritonavir,ABCG2,inhibitor,transporter,
ritonavir,SLC01B1,inhibitor,transporter,
ritonavir,CYP1A2,inhibitor,SuperCYP,155213675
ritonavir,CYP1A2,inducer,SuperCYP,155213675
ritonavir,CYP1A2,substrate,SuperCYP,155213675
ritonavir,CYP2B6,inducer,SuperCYP,155213675
ritonavir,CYP2B6,inhibitor,SuperCYP,155213675
ritonavir,CYP2B6,substrate,SuperCYP,155213675
ritonavir,CYP2C9,inhibitor,SuperCYP,155213675
ritonavir,CYP2C9,inducer,SuperCYP,155213675
ritonavir,CYP2C19,inducer,SuperCYP,155213675
ritonavir,CYP2C19,inhibitor,SuperCYP,155213675
ritonavir,CYP2D6,inhibitor,SuperCYP,155213675
ritonavir,CYP2D6,substrate,SuperCYP,155213675
ritonavir,CYP2E1,inhibitor,SuperCYP,155213675
ritonavir,CYP3A4,substrate,SuperCYP,155213675
ritonavir,CYP3A4,inhibitor,SuperCYP,155213675
ritonavir,CYP3A4,inducer,SuperCYP,155213675
ritonavir,CYP3A5,inducer,SuperCYP,155213675
ritonavir,CYP3A5,inhibitor,SuperCYP,155213675
ritonavir,CYP3A5,substrate,SuperCYP,155213675
ritonavir,CYP3A7,inhibitor,SuperCYP,155213675
ritonavir,CYP3A7,substrate,SuperCYP,155213675
ritonavir,CYP7A1,inhibitor,SuperCYP,155213675
ritonavir,CYP2C19,inhibitor,KEGG,D00427
ritonavir,CYP2C19, inducer,KEGG,D00427
ritonavir,CYP2D6,inhibitor,KEGG,D00427
ritonavir,CYP3A,inhibitor,KEGG,D00427
ritonavir,CYP2C8,inhibitor,SuperCYP,155213675
ritonavir,CYP2C8,inducer,SuperCYP,155213675
rivaroxaban,CYP2J2,substrate,DrugBank,DB06228
rivaroxaban,CYP3A5,substrate,DrugBank,DB06228
rivaroxaban,CYP3A4,substrate,DrugBank,DB06228
rivaroxaban,CYP2A6,substrate,KEGG,D07086
rivaroxaban,CYP2J2,substrate,KEGG,D07086
rivaroxaban,CYP3A5,substrate,KEGG,D07086
rivaroxaban,CYP3A,substrate,KEGG,D07086
rivastigmine,CYP2D6,inhibitor,DrugBank,DB00989
rivastigmine,CYP3A4,inhibitor,DrugBank,DB00989
rivastigmine,CYP2D6,inhibitor,SuperCYP,123441032
rivastigmine,CYP3A4,inhibitor,SuperCYP,123441032
rizatriptan,CYP1A2,substrate,DrugBank,DB00953
rofecoxib,CYP2C8,substrate,DrugBank,DB00533
rofecoxib,CYP1A2,"substrate,inhibitor",DrugBank,DB00533
rofecoxib,CYP2C9,substrate,DrugBank,DB00533
rofecoxib,CYP3A4,"substrate, inducer",DrugBank,DB00533
rofecoxib,CYP1A2,inhibitor,SuperCYP,162011907
rofecoxib,CYP1A2,substrate,SuperCYP,162011907
rofecoxib,CYP2C9,substrate,SuperCYP,162011907
rofecoxib,CYP3A4,inducer,SuperCYP,162011907
rofecoxib,CYP1A2,inhibitor,KEGG,D00568
rofecoxib,CYP2C8,substrate,SuperCYP,162011907
rokitamycin,CYP3A4,inhibitor,SuperCYP,74014510
rokitamycin,CYP3A4,substrate,SuperCYP,74014510
rolapitant,CYP2D6,inhibitor,DrugBank,DB09291
rolapitant,CYP3A4,substrate,DrugBank,DB09291
rolapitant,ABCG2,inhibitor,transporter,
rolitetracycline,CYP3A4,inhibitor,DrugBank,DB01301
romidepsin,CYP3A4,substrate,Indiana University,
romidepsin,CYP3A5,substrate,Indiana University,
romidepsin,CYP3A7,substrate,Indiana University,
romidepsin,SLC01B3,substrate,transporter,
ropinirole,CYP1A2,"substrate,inhibitor",DrugBank,DB00268
ropinirole,CYP1A2,substrate,ildcare,
ropinirole,CYP2D6,inhibitor,DrugBank,DB00268
ropinirole,CYP3A4,substrate,DrugBank,DB00268
ropinirole,CYP1A2,inhibitor,SuperCYP,91374219
ropinirole,CYP1A2,substrate,SuperCYP,91374219
ropinirole,CYP2D6,inhibitor,SuperCYP,91374219
ropinirole,CYP3A4,substrate,SuperCYP,91374219
ropinirole,CYP1A2,substrate,KEGG,D08489
ropivacaine,CYP1A2,substrate,DrugBank,DB00296
ropivacaine,CYP1A2,substrate,Indiana University,
ropivacaine,CYP1A2,substrate,ildcare,
ropivacaine,CYP2B6,substrate,DrugBank,DB00296
ropivacaine,CYP2D6,substrate,DrugBank,DB00296
ropivacaine,CYP3A4,substrate,DrugBank,DB00296
ropivacaine,CYP1A2,substrate,SuperCYP,84057954
ropivacaine,CYP2B6,substrate,SuperCYP,84057954
ropivacaine,CYP2D6,substrate,SuperCYP,84057954
ropivacaine,CYP3A4,substrate,SuperCYP,84057954
ropivacaine,CYP1A2,substrate,KEGG,D08490
roquinimex,CYP3A4,substrate,SuperCYP,84088426
rosiglitazone,CYP2C8,"substrate,inhibitor",DrugBank,DB00412
rosiglitazone,CYP2C8,substrate,ildcare,
rosiglitazone,CYP2C8,substrate,KEGG,D08491
rosiglitazone,CYP1A2,inhibitor,DrugBank,DB00412
rosiglitazone,CYP2A6,inhibitor,DrugBank,DB00412
rosiglitazone,CYP2C9,"substrate,inhibitor",DrugBank,DB00412
