DrugName,CypName,Action,Species,Database,CASNumber
fomivirsen,not known,inducer,,SuperCYP,cid16133810
Formocortal,not known,inducer,,SuperCYP,002825607
Foscarnet,not known,inducer,,SuperCYP,004428959
Fosfestrol,not known,inducer,,SuperCYP,000522407
Fosfocreatine,not known,inducer,,SuperCYP,000067072
Fosfomycin,not known,inducer,,SuperCYP,023155024
Fosfonet,not known,inducer,,SuperCYP,004408780
Fosinopril,not known,inducer,,SuperCYP,098048976
Fotemustine,not known,inducer,,SuperCYP,092118279
Fructose,not known,inducer,,SuperCYP,030237264
"Fructose 1,6-diphosphate",not known,inducer,,SuperCYP,000488697
fumagillin,not known,inducer,,SuperCYP,cid5351474
Fumaric acid,not known,inducer,,SuperCYP,000110178
Fumars?ure,not known,inducer,,SuperCYP,000110178
Furazolidon,not known,inducer,,SuperCYP,000067458
Furazolidone,not known,inducer,,SuperCYP,000067458
Fusidic acid,not known,inducer,,SuperCYP,006990063
G-CSF,not known,inducer,,SuperCYP,chemo21
Gadobenic acid,not known,inducer,,SuperCYP,113662230
gadofosveset,not known,inducer,,SuperCYP,cid46174086
Gadopentetic acid,not known,inducer,,SuperCYP,080529937
Gadoteric acid,not known,inducer,,SuperCYP,072573821
Gadoversetamide,not known,inducer,,SuperCYP,131069915
gadoxetic acid,not known,inducer,,SuperCYP,cid219084
Gallamine,not known,inducer,,SuperCYP,000153764
Gallium (67Ga) citrate,not known,inducer,,SuperCYP,027905028
Gamolenic acid,not known,inducer,,SuperCYP,000506263
Ganirelix,not known,inducer,,SuperCYP,124904934
garenoxacin,not known,inducer,,SuperCYP,cid124093
Gedocarnil,not known,inducer,,SuperCYP,109623974
Gefarnate,not known,inducer,,SuperCYP,000051774
Gemifloxacin,not known,inducer,,SuperCYP,175463146
Gepefrine,not known,inducer,,SuperCYP,001075612
Gestonorone,not known,inducer,,SuperCYP,002137180
Gestrinone,not known,inducer,,SuperCYP,016320040
Gitoformate,not known,inducer,,SuperCYP,010176393
Glafenine,not known,inducer,,SuperCYP,003820675
glatiramer acetate,not known,inducer,,SuperCYP,cid3081884
Glibornuride,not known,inducer,,SuperCYP,026944489
Gliquidone,not known,inducer,,SuperCYP,033342051
Glisoxepide,not known,inducer,,SuperCYP,025046791
glucagon,not known,inducer,,SuperCYP,cid16132283
Glutamic acid hydrochloride,not known,inducer,,SuperCYP,000138158
Glyceryl trinitrate,not known,inducer,,SuperCYP,000055630
Glycine,not known,inducer,,SuperCYP,000056406
Glycobiarsol,not known,inducer,,SuperCYP,000116494
Glycopyrronium,not known,inducer,,SuperCYP,000596510
Glymidine,not known,inducer,,SuperCYP,000339446
Gonadorelin,not known,inducer,,SuperCYP,033515092
Goserelin,not known,inducer,,SuperCYP,065807025
gramicidin,not known,inducer,,SuperCYP,cid73357
Granocyte,not known,inducer,,SuperCYP,chemo12
Guacetisal,not known,inducer,,SuperCYP,055482898
Guaiacolsulfonate,not known,inducer,,SuperCYP,001321148
Guaifenesin,not known,inducer,,SuperCYP,000093141
Guanazodine,not known,inducer,,SuperCYP,032059157
Guanoclor,not known,inducer,,SuperCYP,005001321
Gusperimus,not known,inducer,,SuperCYP,104317842
hachimycin,not known,inducer,,SuperCYP,cid11979956
Halazepam,not known,inducer,,SuperCYP,023092173
Halcinonide,not known,inducer,,SuperCYP,003093354
Halometasone,not known,inducer,,SuperCYP,050629828
Haloprogin,not known,inducer,,SuperCYP,000777117
Harvest,not known,inducer,,SuperCYP,chemo18
Hematin,not known,inducer,,SuperCYP,015489904
heparin,not known,inducer,,SuperCYP,cid8784
Heptabarbital,not known,inducer,,SuperCYP,000509864
Heptaminol,not known,inducer,,SuperCYP,000372667
Hetacillin,not known,inducer,,SuperCYP,003511168
Hexachlorophen,not known,inducer,,SuperCYP,000070304
Hexachlorophene,not known,inducer,,SuperCYP,000070304
Hexafluorenium bromide,not known,inducer,,SuperCYP,000317522
Hexafluronium,not known,inducer,,SuperCYP,x015
Hexamidine,not known,inducer,,SuperCYP,003811754
Hexapropymate,not known,inducer,,SuperCYP,000358521
Hexetidin,not known,inducer,,SuperCYP,000141946
Hexetidine,not known,inducer,,SuperCYP,000141946
Hexobendine,not known,inducer,,SuperCYP,000054035
Hexocyclium,not known,inducer,,SuperCYP,006004984
Hexoprenaline,not known,inducer,,SuperCYP,003215701
Hexylresorcinol,not known,inducer,,SuperCYP,000136776
Hidrosmin,not known,inducer,,SuperCYP,115960140
histamine dihydrochloride,not known,inducer,,SuperCYP,cid5818
Histapyrrodine,not known,inducer,,SuperCYP,000493801
Histrelin,not known,inducer,,SuperCYP,076712828
Homatropine,not known,inducer,,SuperCYP,000087003
Hyaluronic acid,not known,inducer,,SuperCYP,009004619
hyaluronidase,not known,inducer,,SuperCYP,cid3830
Hydrocortisone buteprate,not known,inducer,,SuperCYP,072590773
Hydrocortisone butyrate,not known,inducer,,SuperCYP,013609671
Hydroflumethiazide,not known,inducer,,SuperCYP,000135091
Hydroquinine,not known,inducer,,SuperCYP,000522667
hydrotalcite,not known,inducer,,SuperCYP,cid9898862
Hydroxocobalamin,not known,inducer,,SuperCYP,013422510
Hydroxybutyric acid,not known,inducer,,SuperCYP,x016
Hydroxybutyric acid,not known,inducer,,SuperCYP,000591811
Hydroxyethylpromethazine,not known,inducer,,SuperCYP,007647634
Hyoscyamine,not known,inducer,,SuperCYP,000101315
Hypromellose,not known,inducer,,SuperCYP,009004653
Ibacitabine,not known,inducer,,SuperCYP,000611530
Ibandronic acid,not known,inducer,,SuperCYP,114084785
Ibopamine,not known,inducer,,SuperCYP,066195311
Ibritumomab-Tiuxetan,not known,substrate,,SuperCYP,chemo33
Ibudilast,not known,inducer,,SuperCYP,050847115
Ibuproxam,not known,inducer,,SuperCYP,053648058
Ibutilide,not known,inducer,,SuperCYP,122647318
icatibant,not known,inducer,,SuperCYP,cid71364
iclaprim,not known,inducer,,SuperCYP,cid213043
idanpramine,not known,inducer,,SuperCYP,cid58521
idrocilamide,not known,inducer,,SuperCYP,cid1550874
Ifenprodil,not known,inducer,,SuperCYP,023210562
iloperidone,not known,inducer,,SuperCYP,cid71360
Iloprost,not known,inducer,,SuperCYP,078919138
Imidazole salicylate,not known,inducer,,SuperCYP,036364495
imipenem,not known,inducer,,SuperCYP,cid104838
Imolamine,not known,inducer,,SuperCYP,000318230
indacaterol,not known,inducer,,SuperCYP,cid6918554
Indium (111In) pentetic acid,not known,inducer,,SuperCYP,000067436
Indium (111In) pentetreotide,not known,inducer,,SuperCYP,159201000
Indobufen,not known,inducer,,SuperCYP,036690967
Infliximab,not known,inducer,,SuperCYP,170277313
Inosine,not known,inducer,,SuperCYP,000058639
Inosine pranobex,not known,inducer,,SuperCYP,036703885
Inositol nicotinate,not known,inducer,,SuperCYP,006556112
insulin aspart,not known,inducer,,SuperCYP,cid16132418
insulin glargine,not known,inducer,,SuperCYP,cid44146714
insulin lispro,not known,inducer,,SuperCYP,cid16132438
Insulindetemir,not known,inducer,,SuperCYP,169148634
Insulinglulisin,not known,inducer,,SuperCYP,207748296
invert sugar,not known,inducer,,SuperCYP,cid21924868
Iobenguane (123I),not known,inducer,,SuperCYP,080663952
Iobenguane (131I),not known,inducer,,SuperCYP,080663952
Iobenzamic acid,not known,inducer,,SuperCYP,003115057
Iocarmic acid,not known,inducer,,SuperCYP,010397758
Iocetamic acid,not known,inducer,,SuperCYP,016034778
Iod,not known,inducer,,SuperCYP,007553562
Iodamide,not known,inducer,,SuperCYP,000440584
Iodine,not known,inducer,,SuperCYP,007553562
Iodine (131I) norcholesterol,not known,inducer,,SuperCYP,055623035
Iodine iofetamine (123I),not known,inducer,,SuperCYP,075917929
Iodine ioflupane (123I),not known,inducer,,SuperCYP,155798075
Iodine iolopride (123I),not known,inducer,,SuperCYP,113716486
Iodocholesterol (131I),not known,inducer,,SuperCYP,042220213
iodoform,not known,inducer,,SuperCYP,cid6374
Iodoxamic acid,not known,inducer,,SuperCYP,031127829
Iofendylate,not known,inducer,,SuperCYP,000099796
Ioglicic acid,not known,inducer,,SuperCYP,049755671
Ioglycamic acid,not known,inducer,,SuperCYP,002618259
Iopamidol,not known,inducer,,SuperCYP,062883005
Iopanoic acid,not known,inducer,,SuperCYP,000096833
Iopentol,not known,inducer,,SuperCYP,089797002
Iopydol,not known,inducer,,SuperCYP,005579920
Iotalamic acid,not known,inducer,,SuperCYP,002276906
Iotrolan,not known,inducer,,SuperCYP,079770244
Iotroxic acid,not known,inducer,,SuperCYP,051022743
Ioversol,not known,inducer,,SuperCYP,087771402
Ioxaglic acid,not known,inducer,,SuperCYP,059017640
Ioxilan,not known,inducer,,SuperCYP,107793726
Ioxitalamic acid,not known,inducer,,SuperCYP,028179444
Ipratropium bromide,not known,inducer,,SuperCYP,022254246
Ipratropiumbromid,not known,inducer,,SuperCYP,022254246
Iprazochrome,not known,inducer,,SuperCYP,007248217
Iprindole,not known,inducer,,SuperCYP,005560725
Iproclozide,not known,inducer,,SuperCYP,003544352
Iproniazide,not known,inducer,,SuperCYP,000054922
Isoaminile,not known,inducer,,SuperCYP,000077510
Isobromindione,not known,inducer,,SuperCYP,001470355
Isoetarine,not known,inducer,,SuperCYP,000530085
Isometheptene,not known,inducer,,SuperCYP,000503015
Isopropamide,not known,inducer,,SuperCYP,007492322
Isothipendyl,not known,inducer,,SuperCYP,000482155
Isoxsuprine,not known,inducer,,SuperCYP,000395288
Itramin tosilate,not known,inducer,,SuperCYP,013445631
ixabepilone,not known,inducer,,SuperCYP,cid6445540
kaolin,not known,inducer,,SuperCYP,cid9942228
Kebuzon,not known,inducer,,SuperCYP,000853349
Kebuzone,not known,inducer,,SuperCYP,000853349
Ketanserin,not known,inducer,,SuperCYP,074050989
Ketazolam,not known,inducer,,SuperCYP,027223354
Kevatril,not known,inducer,,SuperCYP,chemo04
Krypton (81mKr) gas,not known,inducer,,SuperCYP,007439909
L-Asparagin,not known,inducer,,SuperCYP,chemo20
lacosamide,not known,inducer,,SuperCYP,cid219078
Lactulose,not known,inducer,,SuperCYP,004618182
Lanatoside C,not known,inducer,,SuperCYP,017575223
Lanreotide,not known,inducer,,SuperCYP,108736352
"lansoprazole, amoxicillin and clarithromycin",not known,inducer,,SuperCYP,cid44152000
lapatinib,not known,inducer,,SuperCYP,cid208908
lasofoxifene,not known,inducer,,SuperCYP,cid216416
Latamoxef,not known,inducer,,SuperCYP,064952972
Latanoprost,not known,inducer,,SuperCYP,130209824
lenalidomide,not known,inducer,,SuperCYP,cid216326
lepirudin,not known,inducer,,SuperCYP,cid16132441
Letosteine,not known,inducer,,SuperCYP,053943887
Leukovorin-Rescue,not known,inducer,,SuperCYP,chemo24
Leuprorelin,not known,inducer,,SuperCYP,053714560
Levamisole,not known,inducer,,SuperCYP,014769734
Levobunolol,not known,inducer,,SuperCYP,047141424
Levodropropizine,not known,inducer,,SuperCYP,099291255
levomethadone,not known,inducer,,SuperCYP,cid22267
Levosimendan,not known,inducer,,SuperCYP,141505331
Levosulpiride,not known,inducer,,SuperCYP,023672073
Lidoflazine,not known,inducer,,SuperCYP,003416260
linagliptin,not known,inducer,,SuperCYP,cid10096344
Lincomycin,not known,inducer,,SuperCYP,000154212
Linsidomine,not known,inducer,,SuperCYP,033876970
liraglutide,not known,inducer,,SuperCYP,cid44147092
lisdexamfetamine,not known,inducer,,SuperCYP,cid11597698
Lodoxamide,not known,inducer,,SuperCYP,053882125
Lonazolac,not known,inducer,,SuperCYP,053808881
Lonidamine,not known,inducer,,SuperCYP,050264692
Loprazolam,not known,inducer,,SuperCYP,061197737
Lorajmine,not known,inducer,,SuperCYP,047562083
Lormetazepam,not known,inducer,,SuperCYP,000848759
loteprednol,not known,inducer,,SuperCYP,cid9865442
Loxapine,not known,inducer,,SuperCYP,001977102
lubiprostone,not known,inducer,,SuperCYP,cid157920
Lymecycline,not known,inducer,,SuperCYP,000992212
Lypressin,not known,inducer,,SuperCYP,000050577
lysozyme,not known,inducer,,SuperCYP,cid24839946
Mabcampath,not known,inducer,,SuperCYP,chemo13
Mafenide,not known,inducer,,SuperCYP,000138396
Magnesium aspartate,not known,inducer,,SuperCYP,018962613
Magnesium carbonate,not known,inducer,,SuperCYP,000546930
Magnesium chloride,not known,inducer,,SuperCYP,007786303
Magnesium citrate,not known,inducer,,SuperCYP,003344181
Magnesium gluconate,not known,inducer,,SuperCYP,003632915
Magnesium hydroxide,not known,inducer,,SuperCYP,012141116
Magnesium levulinate,not known,inducer,,SuperCYP,x018
Magnesium orotate,not known,inducer,,SuperCYP,034717038
Magnesium oxide,not known,inducer,,SuperCYP,001309484
Magnesium peroxide,not known,inducer,,SuperCYP,014452574
Magnesium phosphate,not known,inducer,,SuperCYP,010043831
Magnesium pidolate,not known,inducer,,SuperCYP,x019
Magnesium sulfate,not known,inducer,,SuperCYP,007487889
Magnesiumcarbonat,not known,inducer,,SuperCYP,000546930
Magnesiumsilicate,not known,inducer,,SuperCYP,013776744
Mandelic acid,not known,inducer,,SuperCYP,000090642
Mangafodipir,not known,inducer,,SuperCYP,155319918
Mannosulfan,not known,inducer,,SuperCYP,007518356
maraviroc,not known,inducer,,SuperCYP,cid3002977
maribavir,not known,inducer,,SuperCYP,cid471161
Mazaticol,not known,inducer,,SuperCYP,032226623
Mazindol,not known,inducer,,SuperCYP,022232719
Mebhydrolin,not known,inducer,,SuperCYP,000524812
Mebutamate,not known,inducer,,SuperCYP,000064551
Mebutizide,not known,inducer,,SuperCYP,003568001
Meclocyclin,not known,inducer,,SuperCYP,002013583
Meclocycline,not known,inducer,,SuperCYP,002013583
Meclofenamic acid,not known,inducer,,SuperCYP,000644622
Meclofenoxate,not known,inducer,,SuperCYP,003685845
Mecobalamin,not known,inducer,,SuperCYP,013422554
Mefenorex,not known,inducer,,SuperCYP,017243571
Mefruside,not known,inducer,,SuperCYP,007195279
Megestrol,not known,inducer,,SuperCYP,003562638
Meglumine antimonate,not known,inducer,,SuperCYP,000133517
Meladrazine,not known,inducer,,SuperCYP,013957363
Melarsoprol,not known,inducer,,SuperCYP,000494791
Melevodopa,not known,inducer,,SuperCYP,007101511
Melitracen,not known,inducer,,SuperCYP,005118296
Mepartricin,not known,inducer,,SuperCYP,011121327
Mepenzolate,not known,inducer,,SuperCYP,025990436
Mephenoxalone,not known,inducer,,SuperCYP,000070075
Mephentermine,not known,inducer,,SuperCYP,000100925
Mepindolol,not known,inducer,,SuperCYP,023694817
Mepixanox,not known,inducer,,SuperCYP,017854590
mepolizumab,not known,inducer,,SuperCYP,cid177399
Meprednisone,not known,inducer,,SuperCYP,001247423
Meprotixol,not known,inducer,,SuperCYP,004295630
meptazinol,not known,inducer,,SuperCYP,cid41049
Mequinol,not known,inducer,,SuperCYP,000150765
Mercuric amidochloride,not known,inducer,,SuperCYP,010124488
Mercuric chloride,not known,inducer,,SuperCYP,007487947
Mercuric iodide,not known,inducer,,SuperCYP,007774290
Mercurochrome,not known,inducer,,SuperCYP,000129168
Mersalyl,not known,inducer,,SuperCYP,000492182
Mesalazine,not known,inducer,,SuperCYP,000089576
Mesterolone,not known,inducer,,SuperCYP,001424006
Mesulfen,not known,inducer,,SuperCYP,000135580
Metabutethamine,not known,inducer,,SuperCYP,000553582
Metacycline,not known,inducer,,SuperCYP,000914001
Metahexamide,not known,inducer,,SuperCYP,000565333
Metampicillin,not known,inducer,,SuperCYP,006489970
Metaraminol,not known,inducer,,SuperCYP,000054499
Metenolone,not known,inducer,,SuperCYP,000153004
Methallenestril,not known,inducer,,SuperCYP,000517180
Methanesulfonyl chloride,not known,inducer,,SuperCYP,000124630
Methantheline,not known,inducer,,SuperCYP,005818177
Methapyrilene,not known,inducer,,SuperCYP,000091805
Methdilazine,not known,inducer,,SuperCYP,001982372
Methenamine,not known,inducer,,SuperCYP,000100970
Methiodal,not known,inducer,,SuperCYP,000126318
Methionine,not known,inducer,,SuperCYP,000063683
Methiosulfonium chloride,not known,inducer,,SuperCYP,x020
Methocarbamol,not known,inducer,,SuperCYP,000532036
Methoserpidine,not known,inducer,,SuperCYP,000865043
Methoxamine,not known,inducer,,SuperCYP,000390283
Methyclothiazide,not known,inducer,,SuperCYP,000135079
Methyl aminolevulinate,not known,inducer,,SuperCYP,079416276
Methylatropine,not known,inducer,,SuperCYP,031610874
methylcellulose,not known,inducer,,SuperCYP,cid6850753
Methylestrenolone,not known,inducer,,SuperCYP,000514614
methylnaltrexone bromide,not known,inducer,,SuperCYP,cid5361917
Methylpentynol,not known,inducer,,SuperCYP,000077758
Methylpropylpropanediol dinitrate,not known,inducer,,SuperCYP,010605240
Methylrosaniline,not known,inducer,,SuperCYP,000467630
Methylscopolamine,not known,inducer,,SuperCYP,013265106
Methylthioninium chloride,not known,inducer,,SuperCYP,000061734
Methysergide,not known,inducer,,SuperCYP,000361375
Meticillin,not known,inducer,,SuperCYP,000061325
Meticrane,not known,inducer,,SuperCYP,001084657
Metildigoxin,not known,inducer,,SuperCYP,030685439
Metirosine,not known,inducer,,SuperCYP,000672877
Metisazone,not known,inducer,,SuperCYP,001910685
Metixene,not known,inducer,,SuperCYP,004969022
Metizoline,not known,inducer,,SuperCYP,017692227
Metolazone,not known,inducer,,SuperCYP,017560519
Metopimazine,not known,inducer,,SuperCYP,014008447
Metrifonate,not known,inducer,,SuperCYP,000052686
Metrizamide,not known,inducer,,SuperCYP,031112626
Metrizoic acid,not known,inducer,,SuperCYP,001949457
micafungin,not known,inducer,,SuperCYP,cid477468
Micronomicin,not known,inducer,,SuperCYP,052093217
mifamurtide,not known,inducer,,SuperCYP,cid24847885
Miglitol,not known,inducer,,SuperCYP,072432032
Miglustat,not known,inducer,,SuperCYP,072599270
Minocycline,not known,inducer,,SuperCYP,010118908
mipomersen,not known,inducer,,SuperCYP,cid44564107
Misoprostol,not known,inducer,,SuperCYP,059122462
mitiglinide,not known,inducer,,SuperCYP,cid121891
Mitoguazone,not known,inducer,,SuperCYP,000459869
Moexipril,not known,inducer,,SuperCYP,103775106
Mofebutazone,not known,inducer,,SuperCYP,002210631
Molindone,not known,inducer,,SuperCYP,007416344
Monobenzone,not known,inducer,,SuperCYP,000103162
Monoferric phytate,not known,inducer,,SuperCYP,023567853
Monoxerutin,not known,inducer,,SuperCYP,023869241
Moperone,not known,inducer,,SuperCYP,001050799
Morclofone,not known,inducer,,SuperCYP,031848018
Morinamide,not known,inducer,,SuperCYP,000952545
Morniflumate,not known,inducer,,SuperCYP,065847850
Moroxydine,not known,inducer,,SuperCYP,003731597
Morpholine salicylate,not known,inducer,,SuperCYP,000147900
Mosapramine,not known,inducer,,SuperCYP,089419409
Motretinide,not known,inducer,,SuperCYP,056281368
Moxaverin,not known,inducer,,SuperCYP,010539192
Moxaverine,not known,inducer,,SuperCYP,010539192
Moxisylyte,not known,inducer,,SuperCYP,000054320
Mupirocin,not known,inducer,,SuperCYP,012650690
Muronomab,not known,inducer,,SuperCYP,140608646
Muzolimine,not known,inducer,,SuperCYP,055294150
Myristyl-benzalkonium,not known,inducer,,SuperCYP,x054
Nabilone,not known,inducer,,SuperCYP,051022710
nadroparin,not known,inducer,,SuperCYP,cid8784
Nafarelin,not known,inducer,,SuperCYP,076932564
naftazone,not known,inducer,,SuperCYP,cid5775429
Naftidrofuryl,not known,inducer,,SuperCYP,031329574
Nalbuphine,not known,inducer,,SuperCYP,020594836
nalfurafine,not known,inducer,,SuperCYP,cid6445230
Nalidixic acid,not known,inducer,,SuperCYP,000389082
Nalorphine,not known,inducer,,SuperCYP,000062679
naproxcinod,not known,inducer,,SuperCYP,cid9884642
Narcobarbital,not known,inducer,,SuperCYP,000125553
Natriumcitrat,not known,inducer,,SuperCYP,018996355
Natriumhypochlorit,not known,inducer,,SuperCYP,007681529
Natriumpentosanpolysulfat,not known,inducer,,SuperCYP,140207938
Nefopam,not known,inducer,,SuperCYP,013669700
nelarabine,not known,inducer,,SuperCYP,cid3011155
Neltenexine,not known,inducer,,SuperCYP,099453846
Neomycin,not known,inducer,,SuperCYP,001404042
nepafenac,not known,inducer,,SuperCYP,cid151075
Nepinalone,not known,inducer,,SuperCYP,022443114
nesiritide,not known,inducer,,SuperCYP,cid25081014
Neulasta,not known,inducer,,SuperCYP,chemo08
Neupogen,not known,inducer,,SuperCYP,chemo01
Nialamide,not known,inducer,,SuperCYP,000051127
Niaprazine,not known,inducer,,SuperCYP,027367904
Niceritrol,not known,inducer,,SuperCYP,005868053
Nicofetamide,not known,inducer,,SuperCYP,x022
Nicofuranose,not known,inducer,,SuperCYP,015351130
Nicomorphine,not known,inducer,,SuperCYP,000639485
Nicorandil,not known,inducer,,SuperCYP,065141460
Nifenazone,not known,inducer,,SuperCYP,002139471
Nifuratel,not known,inducer,,SuperCYP,004936474
Nifuroxazide,not known,inducer,,SuperCYP,000965526
Nifurtimox,not known,inducer,,SuperCYP,023256306
Nifurtoinol,not known,inducer,,SuperCYP,001088922
Nifurzide,not known,inducer,,SuperCYP,039978422
Nikethamide,not known,inducer,,SuperCYP,000059267
nilotinib,not known,inducer,,SuperCYP,cid644241
Nimorazole,not known,inducer,,SuperCYP,006506372
Nimustine,not known,inducer,,SuperCYP,042471283
Niperotidine,not known,inducer,,SuperCYP,084845750
Niridazole,not known,inducer,,SuperCYP,000061574
nitazoxanide,not known,inducer,,SuperCYP,cid41684
Nitisinone,not known,inducer,,SuperCYP,104206657
Nitrogen,not known,inducer,,SuperCYP,007727379
Nitrous oxide,not known,inducer,,SuperCYP,010024972
Nizofenone,not known,inducer,,SuperCYP,054533856
Nomegestrol,not known,inducer,,SuperCYP,058691886
Nomifensine,not known,inducer,,SuperCYP,024526645
Norethandrolone,not known,inducer,,SuperCYP,000052788
Norfenefrine,not known,inducer,,SuperCYP,000536210
Norgestrienone,not known,inducer,,SuperCYP,000848215
Normethadone,not known,inducer,,SuperCYP,000467856
Novatron,not known,inducer,,SuperCYP,chemo15
Noxytiolin,not known,inducer,,SuperCYP,015599390
Nystatin,not known,inducer,,SuperCYP,001400619
Obidoxime,not known,inducer,,SuperCYP,007683365
Octinoxate,not known,inducer,,SuperCYP,005466773
Octreotide,not known,inducer,,SuperCYP,083150769
Olaflur,not known,inducer,,SuperCYP,006818377
Olmesartan medoxomil,not known,inducer,,SuperCYP,144689634
Olsalazine,not known,inducer,,SuperCYP,015722482
omacetaxine mepesuccinate,not known,inducer,,SuperCYP,cid285033
Omalizumab,not known,inducer,,SuperCYP,242138074
Omoconazole,not known,inducer,,SuperCYP,074512122
Oncaspar,not known,inducer,,SuperCYP,chemo07
Orciprenalin,not known,inducer,,SuperCYP,000586061
Orciprenaline,not known,inducer,,SuperCYP,000586061
oritavancin,not known,inducer,,SuperCYP,cid16129632
Ornipressin,not known,inducer,,SuperCYP,003397237
Ornithine oxoglurate,not known,inducer,,SuperCYP,037339585
Osmosteril,not known,inducer,,SuperCYP,chemo10
Otilonium bromide,not known,inducer,,SuperCYP,026095590
Oxabolone cipionate,not known,inducer,,SuperCYP,001254359
Oxaceprol,not known,inducer,,SuperCYP,033996337
Oxacillin,not known,inducer,,SuperCYP,000066795
Oxaflozane,not known,inducer,,SuperCYP,026629878
Oxametacin,not known,inducer,,SuperCYP,027035309
Oxandrolone,not known,inducer,,SuperCYP,000053394
Oxantel,not known,inducer,,SuperCYP,036531267
Oxedrine,not known,inducer,,SuperCYP,000094075
Oxeladin,not known,inducer,,SuperCYP,000468611
Oxetacaine,not known,inducer,,SuperCYP,000126272
Oxetorone,not known,inducer,,SuperCYP,026020553
Oxiracetam,not known,inducer,,SuperCYP,062613825
Oxitriptan,not known,inducer,,SuperCYP,004350098
Oxitropium bromide,not known,inducer,,SuperCYP,030286750
Oxolinic acid,not known,inducer,,SuperCYP,014698294
Oxybuprocain,not known,inducer,,SuperCYP,000099434
Oxybuprocaine,not known,inducer,,SuperCYP,000099434
Oxycinchophen,not known,inducer,,SuperCYP,000485892
Oxyfedrine,not known,inducer,,SuperCYP,015687419
Oxymetholone,not known,inducer,,SuperCYP,000434071
Oxypertine,not known,inducer,,SuperCYP,000153877
Oxyphenbutazone,not known,inducer,,SuperCYP,000129204
Oxyphencyclimine,not known,inducer,,SuperCYP,000125531
Oxyphenisatine,not known,inducer,,SuperCYP,000115333
Oxyphenonium,not known,inducer,,SuperCYP,014214847
Oxyquinoline,not known,inducer,,SuperCYP,000148243
Oxytetracycline,not known,inducer,,SuperCYP,000079572
paclitaxel poliglumex,not known,inducer,,SuperCYP,cid23724978
paliperidone,not known,inducer,,SuperCYP,cid115237
Pamidronic acid,not known,inducer,,SuperCYP,040391999
Pancuronium,not known,inducer,,SuperCYP,015500660
panobinostat,not known,inducer,,SuperCYP,cid6918837
Pantethine,not known,inducer,,SuperCYP,016816674
papaveretum,not known,inducer,,SuperCYP,cid24840907
Papaverin,not known,inducer,,SuperCYP,000058742
Papaverine,not known,inducer,,SuperCYP,000058742
Paraldehyde,not known,inducer,,SuperCYP,000123637
Paramethadione,not known,inducer,,SuperCYP,000115673
Paramethasone,not known,inducer,,SuperCYP,000053338
parathyroid hormone,not known,inducer,,SuperCYP,cid16129682
paricalcitol,not known,inducer,,SuperCYP,cid5281104
parnaparin,not known,inducer,,SuperCYP,cid8784
Patozol,not known,inducer,,SuperCYP,chemo17
pazufloxacin,not known,inducer,,SuperCYP,cid65957
Pecilocin,not known,inducer,,SuperCYP,019504779
Pemetrexed,not known,inducer,,SuperCYP,137281233
Pemoline,not known,inducer,,SuperCYP,002152343
Penamecillin,not known,inducer,,SuperCYP,000983857
Penbutolol,not known,inducer,,SuperCYP,036507489
Penfluridol,not known,inducer,,SuperCYP,026864562
Pengitoxin,not known,inducer,,SuperCYP,007242048
Penimepicycline,not known,inducer,,SuperCYP,004599604
Pentaerithrityl,not known,inducer,,SuperCYP,000115775
Pentaerithrityl tetranitrate,not known,inducer,,SuperCYP,000078115
Pentagastrin,not known,inducer,,SuperCYP,005534952
Pentamycin,not known,inducer,,SuperCYP,006834986
Pentazocine,not known,inducer,,SuperCYP,000359831
Pentetrazol,not known,inducer,,SuperCYP,000054955
Penthienate,not known,inducer,,SuperCYP,022064273
Pentifyllin,not known,inducer,,SuperCYP,001028337
Pentifylline,not known,inducer,,SuperCYP,001028337
Pentosan polysulfate sodium,not known,inducer,,SuperCYP,140207938
perampanel,not known,inducer,,SuperCYP,cid9924495
Perflenapent,not known,inducer,,SuperCYP,000678262
Perflubron,not known,inducer,,SuperCYP,000423552
Periciazine,not known,inducer,,SuperCYP,002622266
Peruvoside,not known,inducer,,SuperCYP,001182872
Phanquinone,not known,inducer,,SuperCYP,000084128
Phenacemide,not known,inducer,,SuperCYP,000063989
Phenazocine,not known,inducer,,SuperCYP,000127355
Phenazopyridine,not known,inducer,,SuperCYP,000094780
Pheneticillin,not known,inducer,,SuperCYP,000147557
Pheneturide,not known,inducer,,SuperCYP,000090493
Phenglutarimide,not known,inducer,,SuperCYP,001156054
Phenindamine,not known,inducer,,SuperCYP,000082882
Phenindione,not known,inducer,,SuperCYP,000083125
Pheniramin,not known,inducer,,SuperCYP,000086215
Pheniramine,not known,inducer,,SuperCYP,000086215
Phenolsulfonphthalein,not known,inducer,,SuperCYP,000143748
Phenoperidine,not known,inducer,,SuperCYP,000562265
Phenothrin,not known,inducer,,SuperCYP,026002802
Phenprobamate,not known,inducer,,SuperCYP,000673314
Phentolamine,not known,inducer,,SuperCYP,000050602
Phenyl salicylate,not known,inducer,,SuperCYP,000118558
Phenylmercuriborat,not known,inducer,,SuperCYP,000102987
Phenylmercuric borate,not known,inducer,,SuperCYP,000102987
Phenylmercuric nitrate,not known,inducer,,SuperCYP,000055685
Phloroglucinol,not known,inducer,,SuperCYP,000108736
Pholcodine,not known,inducer,,SuperCYP,000509671
Phthalylsulfathiazole,not known,inducer,,SuperCYP,000085734
