Name,Name,Actions,Species,Database,DrugBank ID
Rosiglitazone,2D6,inhibitor,Not Specified,DrugBank,DB00412
Methylphenidate,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00422
Zolpidem,2D6,substrate,Not Specified,DrugBank,DB00425
Triprolidine,2D6,inhibitor,Not Specified,DrugBank,DB00427
Prochlorperazine,2D6,substrate,Not Specified,DrugBank,DB00433
Cerivastatin,2D6,inhibitor,Not Specified,DrugBank,DB00439
Lansoprazole,2D6,inhibitor,Not Specified,DrugBank,DB00448
Pethidine,2D6,substrate,Not Specified,DrugBank,DB00454
Loratadine,2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00455
Imipramine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00458
Quinine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00468
Fluoxetine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00472
Chlordiazepoxide,2D6,substrate,Not Specified,DrugBank,DB00475
Duloxetine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00476
Chlorpromazine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00477
Celecoxib,2D6,inhibitor,Not Specified,DrugBank,DB00482
Buspirone,2D6,substrate,Not Specified,DrugBank,DB00490
Darifenacin,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00496
Oxycodone,2D6,substrate,Not Specified,DrugBank,DB00497
Cimetidine,2D6,inhibitor,Not Specified,DrugBank,DB00501
Haloperidol,2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00502
Ritonavir,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00503
Dextromethorphan,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00514
Carteolol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00521
Lercanidipine,2D6,inhibitor,Not Specified,DrugBank,DB00528
Erlotinib,2D6,substrate,Not Specified,DrugBank,DB00530
Cyclophosphamide,2D6,substrate,Not Specified,DrugBank,DB00531
Mephenytoin,2D6,substrate,Not Specified,DrugBank,DB00532
Nortriptyline,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00540
Amoxapine,2D6,substrate,Not Specified,DrugBank,DB00543
Zafirlukast,2D6,inhibitor,Not Specified,DrugBank,DB00549
Hydroxyzine,2D6,inhibitor,Not Specified,DrugBank,DB00557
Cephalexin,2D6,substrate,Not Specified,DrugBank,DB00567
Cinnarizine,2D6,substrate,Not Specified,DrugBank,DB00568
Vinblastine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00570
Propranolol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00571
Fenfluramine,2D6,inhibitor,Not Specified,DrugBank,DB00574
Clonidine,2D6,substrate,Not Specified,DrugBank,DB00575
Lisuride,2D6,substrate,Not Specified,DrugBank,DB00589
Doxazosin,2D6,substrate,Not Specified,DrugBank,DB00590
Piperazine,2D6,substrate,Not Specified,DrugBank,DB00592
Labetalol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00598
Cisapride,2D6,inhibitor,Not Specified,DrugBank,DB00604
Chloroquine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00608
Bisoprolol,2D6,substrate,Not Specified,DrugBank,DB00612
Amodiaquine,2D6,inhibitor,Not Specified,DrugBank,DB00613
Imatinib,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00619
Nicardipine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00622
Fluphenazine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00623
Efavirenz,2D6,inhibitor,Not Specified,DrugBank,DB00625
Niacin,2D6,inhibitor,Not Specified,DrugBank,DB00627
Dexmedetomidine,2D6,inhibitor,Not Specified,DrugBank,DB00633
Astemizole,2D6,substrate,Not Specified,DrugBank,DB00637
Simvastatin,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00641
Dextropropoxyphene,2D6,inhibitor,Not Specified,DrugBank,DB00647
Trazodone,2D6,substrate,Not Specified,DrugBank,DB00656
Verapamil,2D6,inhibitor,Not Specified,DrugBank,DB00661
Histamine Phosphate,2D6,inhibitor,Not Specified,DrugBank,DB00667
Galantamine,2D6,substrate,Not Specified,DrugBank,DB00674
Tamoxifen,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00675
Thioridazine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00679
Nicergoline,2D6,substrate,Not Specified,DrugBank,DB00699
Amprenavir,2D6,substrate,Not Specified,DrugBank,DB00701
Methazolamide,2D6,inhibitor,Not Specified,DrugBank,DB00703
Delavirdine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00705
Tamsulosin,2D6,substrate,Not Specified,DrugBank,DB00706
Paroxetine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00715
Trimipramine,2D6,substrate,Not Specified,DrugBank,DB00726
Nateglinide,2D6,substrate,Not Specified,DrugBank,DB00731
Risperidone,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00734
Pentamidine,2D6,substrate,Not Specified,DrugBank,DB00738
Carbinoxamine,2D6,inhibitor,Not Specified,DrugBank,DB00748
Epinastine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00751
Tranylcypromine,2D6,inhibitor,Not Specified,DrugBank,DB00752
Dolasetron,2D6,substrate,Not Specified,DrugBank,DB00757
Methimazole,2D6,inhibitor,Not Specified,DrugBank,DB00763
Tripelennamine,2D6,inhibitor,Not Specified,DrugBank,DB00792
Minaprine,2D6,substrate,Not Specified,DrugBank,DB00805
Biperiden,2D6,inhibitor,Not Specified,DrugBank,DB00810
Propofol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00818
Mifepristone,2D6,inhibitor,Not Specified,DrugBank,DB00834
Brompheniramine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00835
Loperamide,2D6,substrate,Not Specified,DrugBank,DB00836
Donepezil,2D6,substrate,Not Specified,DrugBank,DB00843
Perphenazine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00850
Pseudoephedrine,2D6,substrate,Not Specified,DrugBank,DB00852
Terbinafine,2D6,inhibitor,Not Specified,DrugBank,DB00857
Ranitidine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00863
Alprenolol,2D6,substrate,Not Specified,DrugBank,DB00866
Granisetron,2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00889
Ondansetron,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00904
Cocaine,2D6,inhibitor,Not Specified,DrugBank,DB00907
Quinidine,2D6,inhibitor,Not Specified,DrugBank,DB00908
Phenformin,2D6,substrate,Not Specified,DrugBank,DB00914
Almotriptan,2D6,substrate,Not Specified,DrugBank,DB00918
Buprenorphine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00921
Cyclobenzaprine,2D6,substrate,Not Specified,DrugBank,DB00924
Tipranavir,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00932
Mesoridazine,2D6,substrate,Not Specified,DrugBank,DB00933
Maprotiline,2D6,substrate,Not Specified,DrugBank,DB00934
Zalcitabine,2D6,substrate,Not Specified,DrugBank,DB00943
Fexofenadine,2D6,inhibitor,Not Specified,DrugBank,DB00950
Isoniazid,2D6,inhibitor,Not Specified,DrugBank,DB00951
Hydrocodone,2D6,substrate,Not Specified,DrugBank,DB00956
Pindolol,2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00960
Desloratadine,2D6,inhibitor,Not Specified,DrugBank,DB00967
Azelastine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00972
Telithromycin,2D6,inhibitor,Not Specified,DrugBank,DB00976
Formoterol,2D6,substrate,Not Specified,DrugBank,DB00983
Dopamine,2D6,substrate,Not Specified,DrugBank,DB00988
Rivastigmine,2D6,inhibitor,Not Specified,DrugBank,DB00989
Doxorubicin,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00997
Hydroxyurea,2D6,inhibitor,Not Specified,DrugBank,DB01005
Cinacalcet,2D6,inhibitor,Not Specified,DrugBank,DB01012
Felodipine,2D6,inhibitor,Not Specified,DrugBank,DB01023
Ketoconazole,2D6,inhibitor,Not Specified,DrugBank,DB01026
Methoxyflurane,2D6,substrate,Not Specified,DrugBank,DB01028
Irbesartan,2D6,inhibitor,Not Specified,DrugBank,DB01029
Procainamide,2D6,substrate,Not Specified,DrugBank,DB01035
Tolterodine,2D6,substrate,Not Specified,DrugBank,DB01036
Selegiline,2D6,inhibitor,Not Specified,DrugBank,DB01037
Praziquantel,2D6,inhibitor,Not Specified,DrugBank,DB01058
Oxybutynin,2D6,inhibitor,Not Specified,DrugBank,DB01062
Promethazine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01069
Mequitazine,2D6,substrate,Not Specified,DrugBank,DB01071
Perhexiline,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01074
Diphenhydramine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01075
Atorvastatin,2D6,inhibitor,Not Specified,DrugBank,DB01076
Tegaserod,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01079
Primaquine,2D6,inhibitor,Not Specified,DrugBank,DB01087
Dimethyl sulfoxide,2D6,inhibitor,Not Specified,DrugBank,DB01093
Fluvastatin,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01095
Oxamniquine,2D6,inhibitor,Not Specified,DrugBank,DB01096
Pimozide,2D6,inhibitor,Not Specified,DrugBank,DB01100
Sertraline,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01104
Methyprylon,2D6,substrate,Not Specified,DrugBank,DB01107
Miconazole,2D6,inhibitor,Not Specified,DrugBank,DB01110
Chlorphenamine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01114
Nifedipine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01115
Amiodarone,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01118
Bicalutamide,2D6,inhibitor,Not Specified,DrugBank,DB01128
Rabeprazole,2D6,inhibitor,Not Specified,DrugBank,DB01129
Proguanil,2D6,inhibitor,Not Specified,DrugBank,DB01131
Pioglitazone,2D6,inhibitor,Not Specified,DrugBank,DB01132
Carvedilol,2D6,substrate,Not Specified,DrugBank,DB01136
Doxepin,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01142
Nefazodone,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01149
Desipramine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01151
Bupropion,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01156
Halothane,2D6,substrate,Not Specified,DrugBank,DB01159
Cilostazol,2D6,substrate,Not Specified,DrugBank,DB01166
Itraconazole,2D6,inhibitor,Not Specified,DrugBank,DB01167
Moclobemide,2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01171
Escitalopram,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01175
Idarubicin,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01177
Propafenone,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01182
Domperidone,2D6,substrate,Not Specified,DrugBank,DB01184
Pergolide,2D6,inhibitor,Not Specified,DrugBank,DB01186
Dexfenfluramine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01191
Oxymorphone,2D6,substrate,Not Specified,DrugBank,DB01192
Acebutolol,2D6,inhibitor,Not Specified,DrugBank,DB01193
Flecainide,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01195
Captopril,2D6,substrate,Not Specified,DrugBank,DB01197
Rifapentine,2D6,inducer,Not Specified,DrugBank,DB01201
Lomustine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01206
Halofantrine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01218
Quetiapine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01224
Encainide,2D6,substrate,Not Specified,DrugBank,DB01228
Saquinavir,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01232
Metoclopramide,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01233
Dexamethasone,2D6,inducer,Not Specified,DrugBank,DB01234
Levodopa,2D6,substrate,Not Specified,DrugBank,DB01235
Aripiprazole,2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01238
Clomipramine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01242
Bepridil,2D6,substrate,Not Specified,DrugBank,DB01244
Arformoterol,2D6,substrate,Not Specified,DrugBank,DB01274
Mibefradil,2D6,inhibitor,Not Specified,DrugBank,DB01388
Yohimbine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01392
Methotrimeprazine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01403
Tiotropium,2D6,substrate,Not Specified,DrugBank,DB01409
Aminophenazone,2D6,substrate,Not Specified,DrugBank,DB01424
Ajmaline,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01426
Aprindine,2D6,substrate,Not Specified,DrugBank,DB01429
Antipyrine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01435
Glutethimide,2D6,inducer,Not Specified,DrugBank,DB01437
Ethylmorphine,2D6,substrate,Not Specified,DrugBank,DB01466
4-Methoxyamphetamine,2D6,substrate,Not Specified,DrugBank,DB01472
Dihydrocodeine,2D6,substrate,Not Specified,DrugBank,DB01551
Dextroamphetamine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01576
Methamphetamine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01577
Oxprenolol,2D6,inhibitor,Not Specified,DrugBank,DB01580
Lopinavir,2D6,inhibitor,Not Specified,DrugBank,DB01601
Hydroxychloroquine,2D6,inhibitor,Not Specified,DrugBank,DB01611
Pipotiazine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01621
Thiothixene,2D6,inhibitor,Not Specified,DrugBank,DB01623
Zuclopenthixol,2D6,substrate,Not Specified,DrugBank,DB01624
Etoricoxib,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB01628
Rutin,2D6,inhibitor,Not Specified,DrugBank,DB01698
Nicotinamide,2D6,inhibitor,Not Specified,DrugBank,DB02701
Acetylcholine,2D6,substrate,Not Specified,DrugBank,DB03128
Phenacetin,2D6,substrate,Not Specified,DrugBank,DB03783
Debrisoquin,2D6,substrate,Not Specified,DrugBank,DB04840
Flunarizine,2D6,substrate,Not Specified,DrugBank,DB04841
Tetrabenazine,2D6,substrate,Not Specified,DrugBank,DB04844
Dronedarone,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB04855
Nebivolol,2D6,substrate,Not Specified,DrugBank,DB04861
Nilotinib,2D6,inhibitor,Not Specified,DrugBank,DB04868
Lorcaserin,2D6,substrate,Not Specified,DrugBank,DB04871
Tesmilifene,2D6,substrate,Not Specified,DrugBank,DB04905
Clevidipine,2D6,substrate,Not Specified,DrugBank,DB04920
Iloperidone,2D6,substrate,Not Specified,DrugBank,DB04946
Trabectedin,2D6,substrate,Not Specified,DrugBank,DB05109
Rotigotine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB05271
Abiraterone,2D6,inhibitor,Not Specified,DrugBank,DB05812
Cariprazine,2D6,substrate,Not Specified,DrugBank,DB06016
Sertindole,2D6,substrate,Not Specified,DrugBank,DB06144
Mianserin,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB06148
Alogliptin,2D6,substrate,Not Specified,DrugBank,DB06203
Tapentadol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB06204
Asenapine,2D6,inhibitor,Not Specified,DrugBank,DB06216
Temsirolimus,2D6,inhibitor,Not Specified,DrugBank,DB06287
Dapagliflozin,2D6,substrate,Not Specified,DrugBank,DB06292
Pazopanib,2D6,substrate,Not Specified,DrugBank,DB06589
Esmirtazapine,2D6,substrate,Not Specified,DrugBank,DB06678
Vilazodone,2D6,substrate,Not Specified,DrugBank,DB06684
Mepyramine,2D6,inhibitor,Not Specified,DrugBank,DB06691
Artemether,2D6,substrate,Not Specified,DrugBank,DB06697
Dexmethylphenidate,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB06701
Fesoterodine,2D6,substrate,Not Specified,DrugBank,DB06702
Lumefantrine,2D6,inhibitor,Not Specified,DrugBank,DB06708
Bufuralol,2D6,substrate,Not Specified,DrugBank,DB06726
Sparteine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB06727
Sulfaphenazole,2D6,inhibitor,Not Specified,DrugBank,DB06729
Benzyl alcohol,2D6,substrate,Not Specified,DrugBank,DB06770
Methylnaltrexone,2D6,inhibitor,Not Specified,DrugBank,DB06800
Fingolimod,2D6,substrate,Not Specified,DrugBank,DB08868
Vemurafenib,2D6,inhibitor,Not Specified,DrugBank,DB08881
Mirabegron,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB08893
Enzalutamide,2D6,inhibitor,Not Specified,DrugBank,DB08899
Ponatinib,2D6,substrate,Not Specified,DrugBank,DB08901
Levomilnacipran,2D6,substrate,Not Specified,DrugBank,DB08918
Eliglustat,2D6,substrate,Not Specified,DrugBank,DB09039
Netupitant,2D6,substrate,Not Specified,DrugBank,DB09048
Naloxegol,2D6,inhibitor,Not Specified,DrugBank,DB09049
Ibrutinib,2D6,substrate,Not Specified,DrugBank,DB09053
Cobicistat,2D6,inhibitor,Not Specified,DrugBank,DB09065
Umeclidinium,2D6,substrate,Not Specified,DrugBank,DB09076
Brexpiprazole,2D6,substrate,Not Specified,DrugBank,DB09128
Rolapitant,2D6,inhibitor,Not Specified,DrugBank,DB09291
Pegvisomant,4A11,inhibitor,Not Specified,DrugBank,DB00082
Lansoprazole,4A11,inducer,Not Specified,DrugBank,DB00448
Cisplatin,4A11,inducer,Not Specified,DrugBank,DB00515
Clofibrate,4A11,"substrate, inducer",Not Specified,DrugBank,DB00636
Estrone,4A11,substrate,Not Specified,DrugBank,DB00655
Pentamidine,4A11,substrate,Not Specified,DrugBank,DB00738
Tretinoin,4A11,substrate,Not Specified,DrugBank,DB00755
Ethanol,4A11,inducer,Not Specified,DrugBank,DB00898
Rifampicin,4A11,inducer,Not Specified,DrugBank,DB01045
Phenobarbital,4A11,inducer,Not Specified,DrugBank,DB01174
Dexamethasone,4A11,inducer,Not Specified,DrugBank,DB01234
Fluconazole,11B1,inhibitor,Not Specified,DrugBank,DB00196
Phenytoin,11B1,inhibitor,Not Specified,DrugBank,DB00252
Clotrimazole,11B1,inhibitor,Not Specified,DrugBank,DB00257
Etomidate,11B1,inhibitor,Not Specified,DrugBank,DB00292
Spironolactone,11B1,"inhibitor, inducer",Not Specified,DrugBank,DB00421
Cimetidine,11B1,inhibitor,Not Specified,DrugBank,DB00501
Mitotane,11B1,inducer,Not Specified,DrugBank,DB00648
Hydrocortisone,11B1,substrate,Not Specified,DrugBank,DB00741
Metyrapone,11B1,inhibitor,Not Specified,DrugBank,DB01011
Metyrapone,11B1,inhibitor,Not Specified,DrugBank,DB01011
Ketoconazole,11B1,inhibitor,Not Specified,DrugBank,DB01026
Miconazole,11B1,inhibitor,Not Specified,DrugBank,DB01110
Metoclopramide,11B1,inhibitor,Not Specified,DrugBank,DB01233
Mibefradil,11B1,inhibitor,Not Specified,DrugBank,DB01388
Aldosterone,11B1,substrate,Not Specified,DrugBank,DB04630
Pegvisomant,2C19,inhibitor,Not Specified,DrugBank,DB00082
Cyclosporine,2C19,inhibitor,Not Specified,DrugBank,DB00091
Enfuvirtide,2C19,substrate,Not Specified,DrugBank,DB00109
Cholecalciferol,2C19,inhibitor,Not Specified,DrugBank,DB00169
Fluvoxamine,2C19,inhibitor,Not Specified,DrugBank,DB00176
Nicotine,2C19,substrate,Not Specified,DrugBank,DB00184
Bortezomib,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00188
Fluconazole,2C19,inhibitor,Not Specified,DrugBank,DB00196
Troglitazone,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00197
Sildenafil,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00203
Ticlopidine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00208
Pantoprazole,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00213
Torasemide,2C19,inhibitor,Not Specified,DrugBank,DB00214
Citalopram,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00215
Eletriptan,2C19,substrate,Not Specified,DrugBank,DB00216
Nelfinavir,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00220
Indinavir,2C19,inhibitor,Not Specified,DrugBank,DB00224
Lovastatin,2C19,inhibitor,Not Specified,DrugBank,DB00227
Temazepam,2C19,substrate,Not Specified,DrugBank,DB00231
Oxiconazole,2C19,substrate,Not Specified,DrugBank,DB00239
Benzatropine,2C19,substrate,Not Specified,DrugBank,DB00245
Dapsone,2C19,substrate,Not Specified,DrugBank,DB00250
Phenytoin,2C19,"substrate, inducer",Not Specified,DrugBank,DB00252
Clotrimazole,2C19,inhibitor,Not Specified,DrugBank,DB00257
Sulfanilamide,2C19,inhibitor,Not Specified,DrugBank,DB00259
Metoprolol,2C19,substrate,Not Specified,DrugBank,DB00264
Topiramate,2C19,inhibitor,Not Specified,DrugBank,DB00273
Venlafaxine,2C19,substrate,Not Specified,DrugBank,DB00285
Atomoxetine,2C19,substrate,Not Specified,DrugBank,DB00289
Bupivacaine,2C19,substrate,Not Specified,DrugBank,DB00297
Pentobarbital,2C19,substrate,Not Specified,DrugBank,DB00312
Valproic Acid,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00313
Gefitinib,2C19,inhibitor,Not Specified,DrugBank,DB00317
Amitriptyline,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00321
Indomethacin,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00328
Methadone,2C19,substrate,Not Specified,DrugBank,DB00333
Olanzapine,2C19,inhibitor,Not Specified,DrugBank,DB00334
Omeprazole,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00338
Diltiazem,2C19,substrate,Not Specified,DrugBank,DB00343
Trimethadione,2C19,substrate,Not Specified,DrugBank,DB00347
Clobazam,2C19,substrate,Not Specified,DrugBank,DB00349
Aminoglutethimide,2C19,inducer,Not Specified,DrugBank,DB00357
Clozapine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00363
Meprobamate,2C19,substrate,Not Specified,DrugBank,DB00371
Timolol,2C19,substrate,Not Specified,DrugBank,DB00373
Carisoprodol,2C19,substrate,Not Specified,DrugBank,DB00395
Progesterone,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00396
Sorafenib,2C19,inhibitor,Not Specified,DrugBank,DB00398
Rosiglitazone,2C19,inhibitor,Not Specified,DrugBank,DB00412
Promazine,2C19,substrate,Not Specified,DrugBank,DB00420
Zolpidem,2C19,substrate,Not Specified,DrugBank,DB00425
Cerivastatin,2C19,inhibitor,Not Specified,DrugBank,DB00439
Teniposide,2C19,substrate,Not Specified,DrugBank,DB00444
Chloramphenicol,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00446
Lansoprazole,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00448
Pethidine,2C19,substrate,Not Specified,DrugBank,DB00454
Loratadine,2C19,"inhibitor, inducer",Not Specified,DrugBank,DB00455
Imipramine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00458
Quinine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00468
Dronabinol,2C19,substrate,Not Specified,DrugBank,DB00470
Fluoxetine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00472
Zidovudine,2C19,substrate,Not Specified,DrugBank,DB00495
Flutamide,2C19,substrate,Not Specified,DrugBank,DB00499
Cimetidine,2C19,inhibitor,Not Specified,DrugBank,DB00501
Haloperidol,2C19,substrate,Not Specified,DrugBank,DB00502
Ritonavir,2C19,"inhibitor, inducer",Not Specified,DrugBank,DB00503
Dextromethorphan,2C19,substrate,Not Specified,DrugBank,DB00514
Cyclophosphamide,2C19,substrate,Not Specified,DrugBank,DB00531
Mephenytoin,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00532
Nortriptyline,2C19,substrate,Not Specified,DrugBank,DB00540
Adinazolam,2C19,substrate,Not Specified,DrugBank,DB00546
Zafirlukast,2C19,inhibitor,Not Specified,DrugBank,DB00549
Carbamazepine,2C19,"inhibitor, inducer",Not Specified,DrugBank,DB00564
Propranolol,2C19,substrate,Not Specified,DrugBank,DB00571
Valdecoxib,2C19,inhibitor,Not Specified,DrugBank,DB00580
Voriconazole,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00582
Diclofenac,2C19,substrate,Not Specified,DrugBank,DB00586
Doxazosin,2C19,substrate,Not Specified,DrugBank,DB00590
Cisapride,2C19,substrate,Not Specified,DrugBank,DB00604
Imatinib,2C19,substrate,Not Specified,DrugBank,DB00619
Nicardipine,2C19,inhibitor,Not Specified,DrugBank,DB00622
Testosterone,2C19,substrate,Not Specified,DrugBank,DB00624
Efavirenz,2C19,inhibitor,Not Specified,DrugBank,DB00625
Prednisone,2C19,inducer,Not Specified,DrugBank,DB00635
Simvastatin,2C19,inhibitor,Not Specified,DrugBank,DB00641
Verapamil,2C19,substrate,Not Specified,DrugBank,DB00661
Nilutamide,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00665
Chlorpropamide,2C19,substrate,Not Specified,DrugBank,DB00672
Aprepitant,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00673
Tamoxifen,2C19,substrate,Not Specified,DrugBank,DB00675
Losartan,2C19,inhibitor,Not Specified,DrugBank,DB00678
Thioridazine,2C19,substrate,Not Specified,DrugBank,DB00679
Warfarin,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00682
Amprenavir,2C19,inhibitor,Not Specified,DrugBank,DB00701
Methazolamide,2C19,inhibitor,Not Specified,DrugBank,DB00703
Delavirdine,2C19,inhibitor,Not Specified,DrugBank,DB00705
Norethindrone,2C19,inducer,Not Specified,DrugBank,DB00717
Trimipramine,2C19,substrate,Not Specified,DrugBank,DB00726
Esomeprazole,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00736
Pentamidine,2C19,substrate,Not Specified,DrugBank,DB00738
Modafinil,2C19,"inhibitor, inducer",Not Specified,DrugBank,DB00745
Carbinoxamine,2C19,substrate,Not Specified,DrugBank,DB00748
Tranylcypromine,2C19,inhibitor,Not Specified,DrugBank,DB00752
Ethotoin,2C19,inhibitor,Not Specified,DrugBank,DB00754
Clopidogrel,2C19,substrate,Not Specified,DrugBank,DB00758
Methimazole,2C19,inhibitor,Not Specified,DrugBank,DB00763
Oxcarbazepine,2C19,inhibitor,Not Specified,DrugBank,DB00776
Phenelzine,2C19,inhibitor,Not Specified,DrugBank,DB00780
Estradiol,2C19,substrate,Not Specified,DrugBank,DB00783
Primidone,2C19,"substrate, inducer",Not Specified,DrugBank,DB00794
Propofol,2C19,substrate,Not Specified,DrugBank,DB00818
Diazepam,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00829
Phensuximide,2C19,inhibitor,Not Specified,DrugBank,DB00832
Brompheniramine,2C19,substrate,Not Specified,DrugBank,DB00835
Methylphenobarbital,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00849
Perphenazine,2C19,substrate,Not Specified,DrugBank,DB00850
Terbinafine,2C19,substrate,Not Specified,DrugBank,DB00857
Ranitidine,2C19,substrate,Not Specified,DrugBank,DB00863
Ethanol,2C19,inhibitor,Not Specified,DrugBank,DB00898
Zonisamide,2C19,inhibitor,Not Specified,DrugBank,DB00909
Almotriptan,2C19,substrate,Not Specified,DrugBank,DB00918
Buprenorphine,2C19,inhibitor,Not Specified,DrugBank,DB00921
Famotidine,2C19,substrate,Not Specified,DrugBank,DB00927
Tipranavir,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00932
Acetylsalicylic acid,2C19,inducer,Not Specified,DrugBank,DB00945
