Drug,CYP***,Action,Species,Database,DrugID,Gene,Reference,Strength
Temsirolimus,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB06287,,,
Simeprevir,CYP3A4,substrate,NotSpecified,DrugBank,DB06290,,,
Dapagliflozin,CYP3A4,substrate,NotSpecified,DrugBank,DB06292,,,
Saxagliptin,CYP3A4,substrate,NotSpecified,DrugBank,DB06335,,,
Armodafinil,CYP3A4,inducer,NotSpecified,DrugBank,DB06413,,,
Etravirine,CYP3A4,"substrate,inducer",NotSpecified,DrugBank,DB06414,,,
Pazopanib,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB06589,,,
Apixaban,CYP3A4,substrate,NotSpecified,DrugBank,DB06605,,,
Bosutinib,CYP3A4,substrate,NotSpecified,DrugBank,DB06616,,,
Axitinib,CYP3A4,substrate,NotSpecified,DrugBank,DB06626,,,
Vilazodone,CYP3A4,substrate,NotSpecified,DrugBank,DB06684,,,
Artemether,CYP3A4,"substrate,inducer",NotSpecified,DrugBank,DB06697,,,
Desvenlafaxine,CYP3A4,substrate,NotSpecified,DrugBank,DB06700,,,
Fesoterodine,CYP3A4,substrate,NotSpecified,DrugBank,DB06702,,,
Lumefantrine,CYP3A4,substrate,NotSpecified,DrugBank,DB06708,,,
Methyltestosterone,CYP3A4,substrate,NotSpecified,DrugBank,DB06710,,,
Nilvadipine,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB06712,,,
Ketobemidone,CYP3A4,substrate,NotSpecified,DrugBank,DB06738,,,
Ambroxol,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB06742,,,
Benzylalcohol,CYP3A4,substrate,NotSpecified,DrugBank,DB06770,,,
Cabazitaxel,CYP3A4,substrate,NotSpecified,DrugBank,DB06772,,,
Chenodeoxycholicacid,CYP3A4,substrate,NotSpecified,DrugBank,DB06777,,,
Parecoxib,CYP3A4,substrate,NotSpecified,DrugBank,DB08439,,,
Tofisopam,CYP3A4,inhibitor,NotSpecified,DrugBank,DB08811,,,
Lurasidone,CYP3A4,substrate,NotSpecified,DrugBank,DB08815,,,
Ticagrelor,CYP3A4,substrate,NotSpecified,DrugBank,DB08816,,,
Ivacaftor,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB08820,,,
Lomitapide,CYP3A4,substrate,NotSpecified,DrugBank,DB08827,,,
Vismodegib,CYP3A4,substrate,NotSpecified,DrugBank,DB08828,,,
Rilpivirine,CYP3A4,"substrate,inhibitor,inducer",NotSpecified,DrugBank,DB08864,,,
Crizotinib,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB08865,,,
Estradiolvalerate/Dienogest,CYP3A4,substrate,NotSpecified,DrugBank,DB08866,,,
Fingolimod,CYP3A4,substrate,NotSpecified,DrugBank,DB08868,,,
Brentuximabvedotin,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB08870,,,
Boceprevir,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB08873,,,
Cabozantinib,CYP3A4,substrate,NotSpecified,DrugBank,DB08875,,,
Ruxolitinib,CYP3A4,substrate,NotSpecified,DrugBank,DB08877,,,
Vemurafenib,CYP3A4,"substrate,inducer",NotSpecified,DrugBank,DB08881,,,
Linagliptin,CYP3A4,inhibitor,NotSpecified,DrugBank,DB08882,,,
Perampanel,CYP3A4,"substrate,inducer",NotSpecified,DrugBank,DB08883,,,
Mirabegron,CYP3A4,substrate,NotSpecified,DrugBank,DB08893,,,
Tofacitinib,CYP3A4,substrate,NotSpecified,DrugBank,DB08895,,,
Regorafenib,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB08896,,,
Enzalutamide,CYP3A4,"substrate,inducer",NotSpecified,DrugBank,DB08899,,,
Ponatinib,CYP3A4,substrate,NotSpecified,DrugBank,DB08901,,,
Bedaquiline,CYP3A4,substrate,NotSpecified,DrugBank,DB08903,,,
Fluticasonefuroate,CYP3A4,substrate,NotSpecified,DrugBank,DB08906,,,
Canagliflozin,CYP3A4,substrate,NotSpecified,DrugBank,DB08907,,,
Pomalidomide,CYP3A4,substrate,NotSpecified,DrugBank,DB08910,,,
Trametinib,CYP3A4,inducer,NotSpecified,DrugBank,DB08911,,,
Dabrafenib,CYP3A4,"substrate,inducer",NotSpecified,DrugBank,DB08912,,,
Levomilnacipran,CYP3A4,substrate,NotSpecified,DrugBank,DB08918,,,
MACITENTAN,CYP3A4,substrate,NotSpecified,DrugBank,DB08932,,,
Luliconazole,CYP3A4,inhibitor,NotSpecified,DrugBank,DB08933,,,
Aliskiren,CYP3A4,substrate,NotSpecified,DrugBank,DB09026,,,
Eliglustat,CYP3A4,substrate,NotSpecified,DrugBank,DB09039,,,
Naloxegol,CYP3A4,substrate,NotSpecified,DrugBank,DB09049,,,
Ibrutinib,CYP3A4,substrate,NotSpecified,DrugBank,DB09053,,,
Idelalisib,CYP3A4,inducer,NotSpecified,DrugBank,DB09054,,,
Palbociclib,CYP3A4,substrate,NotSpecified,DrugBank,DB09073,,,
Olaparib,CYP3A4,"substrate,inhibitor",NotSpecified,DrugBank,DB09074,,,
Lenvatinib,CYP3A4,substrate,NotSpecified,DrugBank,DB09078,,,
Ivabradine,CYP3A4,substrate,NotSpecified,DrugBank,DB09083,,,
Elvitegravir,CYP3A4,substrate,NotSpecified,DrugBank,DB09101,,,
Daclatasvir,CYP3A4,substrate,NotSpecified,DrugBank,DB09102,,,
Brexpiprazole,CYP3A4,substrate,NotSpecified,DrugBank,DB09128,,,
Sonidegib,CYP3A4,substrate,NotSpecified,DrugBank,DB09143,,,
Rolapitant,CYP3A4,substrate,NotSpecified,DrugBank,DB09291,,,
2-(4-chlorphenoxy)-ethanol ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
2-(4-chlorphenoxy)-ethanol ,CYP3A4,substrate ,human ,SuperCYP,,,,
2-(4-chlorphenoxy)-ethanol ,CYP3A4,inducer ,human ,SuperCYP,,,,
2-(4-chlorphenoxy)-ethanol ,CYP3A4,inducer ,human ,SuperCYP,,,,
Acetazolamide ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Adefovirdipivoxil ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Ademetionin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Ademetionine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Adinazolam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Adinazolam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Albendazole ,CYP3A4,substrate ,human ,SuperCYP,,,,
Albendazole ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alfentanil ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alfentanil ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alfentanil ,CYP3A4,substrate ,,SuperCYP,,,,
Alfentanil ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alfuzosin ,CYP3A4,substrate ,,SuperCYP,,,,
Allylestrenol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Almotriptan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Almotriptan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alosetron ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alosetron ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alprazolam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alprazolam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Alprazolam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ambroxol ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Ambroxol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ambroxol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Aminogluthetimide ,CYP3A4,inducer ,human ,SuperCYP,,,,
Aminophenazone ,CYP3A4,substrate ,human ,SuperCYP,,,,
Aminophylline ,CYP3A4,substrate ,human ,SuperCYP,,,,
Amiodarone ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Amiodarone ,CYP3A4,substrate ,human ,SuperCYP,,,,
Amiodarone ,CYP3A4,inhibitor ,,SuperCYP,,,,
Amitriptyline ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Amitriptyline ,CYP3A4,substrate ,human ,SuperCYP,,,,
Amitriptyline ,CYP3A4,substrate ,human ,SuperCYP,,,,
Amlodipine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Amlodipine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Amlodipine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Amprenavir ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Amprenavir ,CYP3A4,substrate ,human ,SuperCYP,,,,
Amprenavir ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Amprenavir ,CYP3A4,substrate ,human ,SuperCYP,,,,
Anastrozole ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Anastrozole ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Aprepitant ,CYP3A4,inducer ,,SuperCYP,,,,
Aprepitant ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Aprepitant ,CYP3A4,substrate ,human ,SuperCYP,,,,
Aprepitant ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Aprepitant ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Aprepitant ,CYP3A4,substrate ,human ,SuperCYP,,,,
Argatroban ,CYP3A4,substrate ,human ,SuperCYP,,,,
Aripiprazole ,CYP3A4,substrate ,human ,SuperCYP,,,,
Aripiprazole ,CYP3A4,substrate ,human ,SuperCYP,,,,
Arsenictrioxide ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Arsenictrioxide ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Artemether ,CYP3A4,substrate ,human ,SuperCYP,,,,
Artemisinin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Artemisinin ,CYP3A4,inducer ,human ,SuperCYP,,,,
Astemizole ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Astemizole ,CYP3A4,substrate ,human ,SuperCYP,,,,
Astemizole ,CYP3A4,substrate ,,SuperCYP,,,,
atazanavir ,CYP3A4,inhibitor ,,SuperCYP,,,,
atazanavir ,CYP3A4,substrate ,,SuperCYP,,,,
atazanavir ,CYP3A4,substrate ,,SuperCYP,,,,
Atenolol ,CYP3A4,substrate ,,SuperCYP,,,,
Atomoxetine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Atorvastatin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Atorvastatin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Atorvastatin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Atorvastatin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Azatadine ,CYP3A4,inducer ,human ,SuperCYP,,,,
Azelastine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Azelastine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Azelastine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Azelastine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Azithromycin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Azithromycin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Azithromycin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Aztreonam ,CYP3A4,substrate ,monkey ,SuperCYP,,,,
Barnidipine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Barnidipine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Barnidipine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Benidipine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Benzethonium ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Benzocaine ,CYP3A4,inhibitor ,Sparusaurata(fish) ,SuperCYP,,,,
Benzydamine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Benzydamine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bergapten ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Betamethason ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Betamethasone ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Bexarotene ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bexarotene ,CYP3A4,inducer ,human ,SuperCYP,,,,
Bexarotene ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bexarotene ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bezafibrate ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bezafibrate ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bicalutamide ,CYP3A4,inhibitor ,,SuperCYP,,,,
Bicalutamide ,CYP3A4,substrate ,,SuperCYP,,,,
Bifonazole ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Bisoprolol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bisoprolol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bortezomib ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bortezomib ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Bortezomib ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bosentan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bosentan ,CYP3A4,inducer ,human ,SuperCYP,,,,
Bosentan ,CYP3A4,inducer ,human ,SuperCYP,,,,
Bosentan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Brinzolamide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Brinzolamide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bromazepam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bromocriptine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Bromocriptine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bromocriptine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Bromocriptine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bromperidol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bromperidol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Brompheniramine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Brotizolam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Brotizolam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Budesonid ,CYP3A4,substrate ,human ,SuperCYP,,,,
Budesonid ,CYP3A4,substrate ,human ,SuperCYP,,,,
Budesonide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Budesonide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bupivacaine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bupivacaine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Buprenorphine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Buprenorphine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Buprenorphine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Buprenorphine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Bupropion ,CYP3A4,substrate ,human ,SuperCYP,,,,
Buspirone ,CYP3A4,substrate ,human ,SuperCYP,,,,
Buspirone ,CYP3A4,substrate ,human ,SuperCYP,,,,
Busulfan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Busulfan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Caffeine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Caffeine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Caffeine ,CYP3A4,substrate ,,SuperCYP,,,,
Calcitriol ,CYP3A4,inducer ,human ,SuperCYP,,,,
Capsaicin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Capsaicin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Carbamazepine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Carbamazepine ,CYP3A4,inducer ,human ,SuperCYP,,,,
Carbamazepine ,CYP3A4,inducer ,human ,SuperCYP,,,,
Carbamazepine ,CYP3A4,inducer ,human ,SuperCYP,,,,
Carbamazepine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Carbinoxamine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Carboplatin ,CYP3A4,inducer ,,SuperCYP,,,,
Carvedilol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Carvedilol ,CYP3A4,substrate ,human ,SuperCYP,,,,
Caspofungin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cefalexin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Celecoxib ,CYP3A4,substrate ,human ,SuperCYP,,,,
Celecoxib ,CYP3A4,substrate ,human ,SuperCYP,,,,
Celecoxib ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cerivastatin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cerivastatin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cerivastatin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cetirizine ,CYP3A4,substrate ,,SuperCYP,,,,
Chinin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chinin ,CYP3A4,inducer ,human ,SuperCYP,,,,
Chinin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Chinin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chloramphenicol ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Chloramphenicol ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Chlordiazepoxide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chlormadinone ,CYP3A4,inhibitor ,,SuperCYP,,,,
Chloroquine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chloroquine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chlorphenamine ,CYP3A4,substrate ,,SuperCYP,,,,
Chlorpromazine ,CYP3A4,inducer ,,SuperCYP,,,,
Chlorpromazine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chlorpromazine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chlorprothixene ,CYP3A4,substrate ,,SuperCYP,,,,
Chlorzoxazone ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Chlorzoxazone ,CYP3A4,substrate ,human ,SuperCYP,,,,
Chlorzoxazone ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cibenzoline ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ciclesonide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ciclosporin ,CYP3A4,inducer ,human ,SuperCYP,,,,
Ciclosporin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Ciclosporin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ciclosporin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ciclosporin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ciclosporin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Ciclosporin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cilnidipine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cimetidine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cimetidine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Ciprofibrate ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ciprofibrate ,CYP3A4,substrate ,human ,SuperCYP,,,,
Ciprofloxacin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Ciprofloxacin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cisapride ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cisapride ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cisapride ,CYP3A4,substrate ,human ,SuperCYP,,,,
Citalopram ,CYP3A4,substrate ,human ,SuperCYP,,,,
Citalopram ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clarithromycin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clarithromycin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clarithromycin ,CYP3A4,inducer ,human ,SuperCYP,,,,
Clarithromycin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clarithromycin ,CYP3A4,substrate ,,SuperCYP,,,,
Clarithromycin ,CYP3A4,inhibitor ,,SuperCYP,,,,
Clemastine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clemastine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clindamycin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clindamycin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clindamycin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clobazam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clobazam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clofazimine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clofazimine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clofenotane ,CYP3A4,inducer ,,SuperCYP,,,,
Clofibrate ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clofibrate ,CYP3A4,inducer ,human ,SuperCYP,,,,
Clofibrate ,CYP3A4,inducer ,human ,SuperCYP,,,,
Clofibrate ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clomethiazole ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clomifene ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clomipramine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clomipramine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clonazepam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clonazepam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clopidogrel ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clopidogrel ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clotiazepam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clotiazepam ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clotrimazole ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clotrimazole ,CYP3A4,inducer ,human ,SuperCYP,,,,
Clotrimazole ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clotrimazole ,CYP3A4,inducer ,human ,SuperCYP,,,,
Clozapine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clozapine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Clozapine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Clozapine ,CYP3A4,inducer ,human ,SuperCYP,,,,
Cocaine ,CYP3A4,inducer ,,SuperCYP,,,,
Cocaine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cocaine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cocaine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cocaine ,CYP3A4,substrate ,,SuperCYP,,,,
Codeine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Codeine ,CYP3A4,substrate ,,SuperCYP,,,,
Colchicine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Colchicine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Colchicine ,CYP3A4,inducer ,human ,SuperCYP,,,,
Colchicine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cortisone ,CYP3A4,substrate ,,SuperCYP,,,,
Cyamemazine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cyclobarbital ,CYP3A4,inducer ,,SuperCYP,,,,
Cyclobenzaprine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cyclobenzaprine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP3A4,inducer ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP3A4,inducer ,human ,SuperCYP,,,,
Cytarabine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Cytarabine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Danazol ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Danazol ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Dantrolene ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dantrolene ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dapsone ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dapsone ,CYP3A4,substrate ,,SuperCYP,,,,
Daunorubicin ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Daunorubicin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Delavirdine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Delavirdine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Delavirdine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Delavirdine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Desipramine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Desogestrel ,CYP3A4,substrate ,human ,SuperCYP,,,,
desvenlafaxine ,CYP3A4,substrate ,,SuperCYP,,,,
Dexamethason ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Dexamethason ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dexamethason ,CYP3A4,inducer ,human ,SuperCYP,,,,
Dexamethason ,CYP3A4,inducer ,human ,SuperCYP,,,,
Dexamethason ,CYP3A4,substrate ,,SuperCYP,,,,
Dexamethason ,CYP3A4,inducer ,human ,SuperCYP,,,,
Dexamethasone ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Dexamethasone ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dexamethasone ,CYP3A4,inducer ,human ,SuperCYP,,,,
Dexamethasone ,CYP3A4,inducer ,human ,SuperCYP,,,,
Dexamethasone ,CYP3A4,substrate ,,SuperCYP,,,,
Dexamethasone ,CYP3A4,inducer ,human ,SuperCYP,,,,
Dextromethorphan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dextromethorphan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dextromethorphan ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dextropropoxyphene ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Dextropropoxyphene ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dextropropoxyphene ,CYP3A4,substrate ,human ,SuperCYP,,,,
Diazepam ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Diazepam ,CYP3A4,substrate ,human ,SuperCYP,,,,
Diazepam ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Diazepam ,CYP3A4,substrate ,,SuperCYP,,,,
Diclofenac ,CYP3A4,substrate ,human ,SuperCYP,,,,
Diclofenac ,CYP3A4,inhibitor ,,SuperCYP,,,,
Diclofenac ,CYP3A4,substrate ,,SuperCYP,,,,
Dicloxacillin ,CYP3A4,inducer ,,SuperCYP,,,,
Diethyltoluamide ,CYP3A4,substrate ,human ,SuperCYP,,,,
Digitoxin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Digitoxin ,CYP3A4,substrate ,,SuperCYP,,,,
Digoxin ,CYP3A4,substrate ,,SuperCYP,,,,
Digoxin ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dihydralazine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Dihydralazine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dihydrocodein ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dihydrocodeine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dihydroergotamine ,CYP3A4,inhibitor ,human ,SuperCYP,,,,
Dihydroergotamine ,CYP3A4,substrate ,human ,SuperCYP,,,,
Dihydroergotamine ,CYP3A4,inhibitor ,,SuperCYP,,,,
Dihydroergotamine ,CYP3A4,substrate ,,SuperCYP,,,,
Dihydroergotamine ,CYP3A4,inhibitor ,rat ,SuperCYP,,,,
Dihydrostreptomycin ,CYP3A4,substrate ,human ,SuperCYP,,,,
